Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude,Bioma,area(m²)
83332,31/01/2016,0,0,0.546329,3.0,,8.758065,,249.3,20.641935,81.282258,,-14.1,-46.36,Cerrado,1949632000.0
83332,29/02/2016,0,0,0.4521310000000001,2.0,,5.732759,,65.0,21.696552,61.71551700000001,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/03/2016,0,0,0.261791,3.0,,6.852150999999999,,129.8,21.370967999999998,66.145161,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/04/2016,0,0,0.8357760000000001,4.0,,4.419444,,5.5,21.58,53.591667,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/05/2016,0,0,0.46410799999999997,3.7,,4.072581,,0.0,20.587097,49.814516,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/06/2016,0,0,0.736739,4.8,,4.133333,,4.8,19.416667,51.625,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/07/2016,0,0,1.148434,4.5,,2.16129,,0.0,18.84,43.733871,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/08/2016,0,0,0.816078,3.0,,3.129032,,8.3,20.158065,41.709677,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/09/2016,0,0,0.851183,3.0,,5.794444,,19.0,21.5,43.12931,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/10/2016,0,0,0.403439,4.0,,6.36828,,42.9,21.754839,51.096773999999996,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/11/2016,0,0,0.35118299999999997,2.0,,7.405556,,110.8,21.2,62.783333,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/12/2016,0,0,0.47018699999999997,4.62996,,7.271505,,159.2,20.970968,65.75,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/01/2017,0,0,0.596988,6.0,,6.903225999999999,,114.4,20.946667,66.564516,,-14.1,-46.36,Cerrado,1949632000.0
83332,28/02/2017,0,0,0.400077,2.0,,8.398810000000001,,181.0,20.325,77.964286,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/03/2017,0,0,0.49929300000000004,3.8,,7.1236559999999995,,172.1,20.612903,67.145161,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/04/2017,0,0,0.661219,4.0,,5.575,,71.3,21.166667,64.391667,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/05/2017,0,0,0.705947,4.0,,3.916667,,34.2,20.190323,62.451613,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/06/2017,0,9,1.066638,4.0,,3.227778,,0.0,18.823332999999998,52.0,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/07/2017,0,9,1.230108,4.6,,2.260753,,0.0,16.093548000000002,51.645161,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/08/2017,0,0,0.79118,5.3,,1.7930110000000001,,0.0,18.929032,41.475806,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/09/2017,0,9,1.299342,4.2,,2.691667,,0.0,19.21,44.791667,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/10/2017,0,0,0.816699,3.6,,5.209677,,10.7,22.209677,41.983871,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/11/2017,0,0,0.28083800000000003,3.0,,8.686111,,185.8,20.323332999999998,74.341667,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/12/2017,0,0,0.339855,2.0,,8.223118,,243.5,20.554839,77.66935500000002,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/01/2018,0,0,0.293175,2.5722,,7.755375999999999,,141.4,20.525806,74.104839,,-14.1,-46.36,Cerrado,1949632000.0
83332,28/02/2018,0,0,0.465446,2.05776,,7.514881,,205.1,20.017857,78.04464300000002,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/03/2018,0,0,0.34296,2.5722,,7.473117999999999,,165.3,20.606451999999997,77.08064499999998,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/04/2018,0,0,0.377256,2.5722,,6.763889,,180.3,19.576667,76.216667,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/05/2018,0,0,0.64305,2.5722,,3.615591,,0.0,18.983871,61.362903,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/06/2018,0,0,0.44584799999999997,2.05776,,2.5,,0.0,18.36,55.525,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/07/2018,0,0,0.8574,4.11552,,1.317204,,0.0,18.063333,50.112903,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/08/2018,0,0,0.6748569999999999,5.1444,,4.354839,,45.7,20.351613,49.41129,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/09/2018,0,0,0.62876,4.11552,,4.8333330000000005,,4.2,21.41,43.075,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/10/2018,0,0,0.398276,2.5722,,7.925824,,104.1,22.045161,60.782258,,-14.1,-46.36,Cerrado,1949632000.0
83332,30/11/2018,0,0,0.297232,2.5722,,8.458333,,254.0,20.366667,77.0,,-14.1,-46.36,Cerrado,1949632000.0
83332,31/12/2018,0,0,0.569756,2.5722,,7.446236999999999,,199.8,20.341935,71.540323,,-14.1,-46.36,Cerrado,1949632000.0
