Latitude  (graus) : -9.18
Longitude (graus) : -35.43
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;TempMinimaMedia;UmidadeRelativaMedia;
82996;31/01/2016;0000;5;3.758065;9;212;5.822581;;215.7;24.074194;85.483871;
82996;29/02/2016;0000;14;4.086207;9;250.5;5.586207;;48.8;24.117857;79.714286;
82996;31/03/2016;0000;9;3.325868;8.74548;251;5.729839;;264.6;24.251613;82.903226;
82996;30/04/2016;0000;14;3.909744;9.77436;236.9;5.3125;;101.6;24.196667;82.4;
82996;31/05/2016;0000;14;3.045153;9.77436;211.7;5.625;;224.9;23.323333;87.548387;
82996;30/06/2016;0000;14;2.770756;8.74548;230;5.3125;;171;22.476667;87.933333;
82996;31/07/2016;0000;14;4.331253;9.77436;250;5.100806;;54.5;21.987097;82.83871;
82996;31/08/2016;0000;14;4.688042;8.74548;253.8;5.544355;;29.9;22.287097;81.225806;
82996;30/09/2016;0000;14;4.36838;8.74548;270.3;4.766949;;15.1;22.724138;81.833333;
82996;31/10/2016;0000;14;5.202482;8.74548;303.6;5.322581;;28.2;23.719355;80.967742;
82996;31/12/2016;0000;14;5.65884;9.77436;273.1;4.958333;;15.1;23.986667;79.322581;
82996;31/01/2017;0000;9;5.590323;9;279.9;5.064516;;35.2;24.619355;77.516129;
82996;28/02/2017;0000;9;4.875;10;258.3;5.232143;;9;24.632143;77.392857;
82996;31/03/2017;0000;14;3.564516;9;264.1;5.387097;;22.6;24.554839;79.580645;
82996;30/04/2017;0000;14;3.4;9;242.4;4.766667;;140.7;24.313333;83.166667;
82996;31/05/2017;0000;14;2.435484;7;167.6;6.887097;;585.5;23.545161;85.967742;
82996;30/06/2017;0000;14;3.766667;12;150.7;6.716667;;366.3;23.153333;89.066667;
82996;31/07/2017;0000;14;6.803279;17;126.8;7.393443;;272.6;21.970968;84.933333;
82996;31/08/2017;0000;14;2.903226;10;228.8;5.5;;151.3;21.467742;84.225806;
82996;30/09/2017;0000;14;4.830508;12;221.5;5.084746;;92.7;22.41;80.766667;
82996;31/10/2017;0000;14;4.822581;12;249.8;5.048387;;20;23.906452;81.096774;
82996;30/11/2017;0000;9;5.1;12;272;4.583333;;22.5;23.453333;79.8;
82996;31/12/2017;0000;;;;;;;0.3;;;
82996;31/01/2018;0000;14;3.526316;9;241.8;5.315789;;111.1;23.951724;83.586207;
82996;28/02/2018;0000;9;3.589286;10;238.2;5.267857;;125.2;24.307143;82.714286;
82996;31/03/2018;0000;5;2.854839;9;221.7;5.548387;;227.5;23.719355;85.354839;
82996;30/04/2018;0000;14;1.816667;9;156;6.683333;;321.4;23.363333;89.833333;
82996;31/05/2018;0000;14;2.83871;12;204.3;5.822581;;154.8;23.232258;85.741935;
82996;30/06/2018;0000;14;3.4;10;208.6;5.333333;;108;22.543333;82.862069;
82996;31/07/2018;0000;14;3.451613;10;221.9;5.177419;;178.8;22.025806;79.566667;
82996;31/08/2018;0000;14;4.316129;10;250.8;4.612903;;76.9;22.387097;80.214286;
82996;30/09/2018;0000;14;5.01;12;237.4;4.916667;;35.6;23.013333;79.724138;
82996;31/10/2018;0000;14;5.483871;10;278.4;4.548387;;9.7;23.951613;79.935484;
82996;31/12/2018;0000;14;4.618182;9;255.3;5.345455;;28.5;23.935714;78.75;
82996;31/01/2019;0000;14;3.518519;9;188;5.5;;91.4;24.07037;80.37037;
82996;28/02/2019;0000;14;3.07508;8.74548;;5.31383;;76.3;24.541667;83.391304;
82996;31/03/2019;0000;14;2.407191;8.74548;198.5;5.235849;;117.9;24.588462;83.846154;
82996;30/04/2019;0000;9;2.279675;9.77436;188.9;5.441176;;132.4;24.115385;84.384615;
82996;31/05/2019;0000;14;1.962493;5.1444;210;4.930556;;118.1;23.32963;82.666667;
82996;30/06/2019;0000;14;3.25812;11.83212;;5.677083;;298.2;22.575;82.26087;
82996;31/07/2019;0000;14;3.126212;9.77436;;5.833333;;178;22.27;85.15;
82996;31/08/2019;0000;14;2.97232;8.74548;163.4;5.416667;;155.6;22.048148;81.444444;
