Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude,Bioma,area(m²)
83531,31/01/2016,0,5.0,1.806452,3.6,110.2,8.129032,,414.6,19.441935,84.975806,,-18.51,-46.43,Cerrado,3189771000.0
83531,29/02/2016,0,5.0,1.425287,3.6,203.9,5.471264,,86.8,18.582759,74.413793,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/03/2016,0,5.0,1.331183,3.1,162.3,5.462366,,91.9,18.667742,74.862903,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/04/2016,0,5.0,1.405556,3.1,250.9,2.3,,10.1,16.58,62.625,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/05/2016,0,36.0,1.812903,3.6,238.1,2.645161,,21.2,14.841935000000001,67.491935,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/06/2016,0,27.0,2.113095,3.6,181.4,2.7738099999999997,,3.3,13.271429000000001,63.91964300000001,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/07/2016,0,27.0,2.156962,3.6,,1.050633,,0.0,13.176923,50.346154,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/08/2016,0,,,,,,,0.0,,,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/09/2016,0,5.0,1.95,4.6,,3.230769,,43.8,17.296154,49.0,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/10/2016,0,27.0,1.867949,3.6,,4.871795,,89.9,18.380769,59.663462,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/11/2016,0,27.0,1.875641,3.6,,7.448717999999999,,171.5,18.269231,78.625,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/12/2016,0,5.0,2.0370369999999998,4.1,,5.777778,,240.5,17.877778,75.287037,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/01/2017,0,5.0,1.614658,3.1,,5.753205,,118.6,18.538462,72.211538,,-18.51,-46.43,Cerrado,3189771000.0
83531,28/02/2017,0,5.0,1.9875,5.1,,5.5416669999999995,,291.8,18.133333,75.416667,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/03/2017,0,9.0,1.549383,3.1,,4.0740739999999995,,100.4,17.959259,70.888889,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/04/2017,0,5.0,1.819737,3.6,,4.2236839999999995,,4.1,17.864,68.69,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/05/2017,0,9.0,1.86375,3.1,,3.6,,40.4,15.314815,70.537037,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/06/2017,0,5.0,2.097436,4.1,,1.8974360000000001,,0.0,13.815385000000001,63.740384999999996,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/07/2017,0,5.0,2.835897,5.7,,2.5128209999999997,,0.0,11.892308,52.384615000000004,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/08/2017,0,9.0,1.976543,4.6,,1.283951,,0.0,13.996296,44.712963,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/09/2017,0,5.0,2.196154,4.1,,1.846154,,28.8,15.115385,43.432691999999996,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/10/2017,0,9.0,1.75,3.6,,4.153846,,63.3,18.142308,52.153846,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/11/2017,0,5.0,1.9576919999999998,3.6,,7.294872,,142.7,18.138462,77.663462,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/12/2017,0,,,,,,,188.4,,,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/01/2018,0,5.0,1.65375,3.6,,6.025,,194.0,18.240741,72.435185,,-18.51,-46.43,Cerrado,3189771000.0
83531,28/02/2018,0,27.0,1.729768,3.1,,6.277778,,104.5,18.266667,77.083333,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/03/2018,0,27.0,1.38642,3.6,150.0,4.740741000000001,,179.2,18.670370000000002,73.814815,,-18.51,-46.43,Cerrado,3189771000.0
83531,30/04/2018,0,9.0,1.864,3.6,,4.866667,,43.6,16.387999999999998,73.9,,-18.51,-46.43,Cerrado,3189771000.0
83531,31/05/2018,0,9.0,1.888889,3.6,184.4,2.691358,,20.5,13.670370000000002,64.44444399999999,,-18.51,-46.43,Cerrado,3189771000.0
