Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude
82990,31/01/2016,0,0.0,1.080645,3.0,194.7,6.822581,,135.9,21.248387,73.451613,,"-9.75
","-37.43
"
82990,29/02/2016,0,14.0,2.586207,5.0,264.7,6.0689660000000005,,25.1,23.158621,71.85714300000001,,"-9.75
","-37.43
"
82990,31/03/2016,0,14.0,3.3197769999999998,5.1444,232.1,5.592105,,5.4,23.88,70.192308,,"-9.75
","-37.43
"
82990,30/04/2016,0,14.0,3.281772,7.202160000000001,225.8,6.059322,,8.0,23.393103,73.966667,,"-9.75
","-37.43
"
82990,31/05/2016,0,14.0,1.8384900000000002,7.202160000000001,194.8,6.270492,,39.0,22.048386999999998,77.9,,"-9.75
","-37.43
"
82990,30/06/2016,0,14.0,1.732851,5.1444,193.8,6.37931,,51.9,21.52,80.035714,,"-9.75
","-37.43
"
82990,31/07/2016,0,,,,,,,0.0,,,,"-9.75
","-37.43
"
82990,31/08/2016,0,14.0,2.110076,5.1444,223.9,5.783898000000001,,9.6,19.610345000000002,77.5,,"-9.75
","-37.43
"
82990,30/09/2016,0,14.0,2.737556,5.1444,254.0,5.647321,,5.2,21.032142999999998,71.0,,"-9.75
","-37.43
"
82990,31/10/2016,0,14.0,2.898012,5.1444,305.3,5.9166669999999995,,8.8,21.862069,62.806452,,"-9.75
","-37.43
"
82990,30/11/2016,0,14.0,2.936985,5.1444,253.6,5.909091,,2.4,22.489286,61.074073999999996,,"-9.75
","-37.43
"
82990,31/12/2016,0,14.0,2.146457,5.1444,266.2,5.883621,,10.8,22.339285999999998,56.689655,,"-9.75
","-37.43
"
82990,31/01/2017,0,,,,,,,0.0,,,,"-9.75
","-37.43
"
82990,28/02/2017,0,14.0,3.039711,5.1444,247.8,6.490741000000001,,2.4,23.385185,64.222222,,"-9.75
","-37.43
"
82990,31/03/2017,0,14.0,2.2166669999999997,5.0,238.0,5.633333,,16.0,23.39,57.466667,,"-9.75
","-37.43
"
82990,30/04/2017,0,14.0,2.183333,5.0,218.8,6.4166669999999995,,37.6,23.26,72.192308,,"-9.75
","-37.43
"
82990,31/05/2017,0,0.0,1.017241,5.0,139.1,7.172414,,173.2,22.203448,82.55555600000001,,"-9.75
","-37.43
"
82990,30/06/2017,0,14.0,1.721311,5.0,152.8,7.147541,,86.1,21.33,,,"-9.75
","-37.43
"
82990,31/07/2017,0,14.0,1.916667,7.0,127.6,7.183333,,85.4,19.343332999999998,,,"-9.75
","-37.43
"
82990,31/08/2017,0,14.0,1.9344259999999998,5.0,200.2,6.081967,,47.1,20.193548,,,"-9.75
","-37.43
"
82990,30/09/2017,0,14.0,2.333333,5.0,197.1,6.75,,66.1,20.61,,,"-9.75
","-37.43
"
82990,31/10/2017,0,,3.387776,5.0,,,,1.7,21.581818,,,"-9.75
","-37.43
"
82990,30/11/2017,0,14.0,2.839286,7.0,283.4,5.232143,,3.0,22.524138,,,"-9.75
","-37.43
"
82990,31/12/2017,0,14.0,1.966102,5.0,238.1,5.644068,,6.5,22.863332999999997,,,"-9.75
","-37.43
"
82990,31/01/2018,0,14.0,3.258065,7.0,260.3,5.870968,,29.6,23.735484,,,"-9.75
","-37.43
"
82990,31/03/2018,0,14.0,1.7368419999999998,5.0,243.4,5.140351,,2.4,24.17931,,,"-9.75
","-37.43
"
82990,30/04/2018,0,14.0,2.6166669999999996,7.0,188.4,6.2,,34.6,22.64,,,"-9.75
","-37.43
"
82990,31/05/2018,0,14.0,2.032787,7.0,200.9,5.950819999999999,,39.4,21.467742,,,"-9.75
","-37.43
"
82990,30/06/2018,0,0.0,1.35,5.0,184.7,5.966667,,29.5,19.756667,,,"-9.75
","-37.43
"
82990,31/07/2018,0,14.0,1.852459,5.0,168.7,6.52459,,23.4,19.229032,,,"-9.75
","-37.43
"
82990,31/08/2018,0,14.0,2.936881,5.0,244.1,5.737903,,9.3,19.687097,,,"-9.75
","-37.43
"
82990,30/09/2018,0,14.0,3.20339,7.0,248.8,5.101694999999999,,12.9,21.613332999999997,,,"-9.75
","-37.43
"
82990,31/10/2018,0,14.0,2.45,7.0,284.4,4.683333,,0.6,23.4,,,"-9.75
","-37.43
"
82990,30/11/2018,0,14.0,2.6551720000000003,7.0,238.0,5.896552,,61.2,24.193103,,,"-9.75
","-37.43
"
82990,31/12/2018,0,14.0,2.035088,9.0,233.5,5.4912279999999996,,113.8,23.075862,,,"-9.75
","-37.43
"
82990,31/01/2019,0,,,,,,,0.0,,,,"-9.75
","-37.43
"
82990,28/02/2019,0,,,,,,,16.0,,,,"-9.75
","-37.43
"
82990,30/09/2019,0,14.0,1.463296,5.1444,242.8,5.680556,,12.5,20.706667000000003,75.55,,"-9.75
","-37.43
"
