Latitude  (graus) : -17.24
Longitude (graus) : -46.88
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;TempMinimaMedia;UmidadeRelativaMedia;
83479;31/01/2016;0000;5;2.237491;6;137.3;8.276882;;466.6;20.677419;86.532258;
83479;29/02/2016;0000;5;2.045977;5;237.6;5.482759;;46;20.958621;69.396552;
83479;31/03/2016;0000;5;2.516129;7;203.1;6.311828;;153.5;20.658065;76.153226;
83479;30/04/2016;0000;9;2.655556;7;282.3;3.633333;;2;19.5;67.466667;
83479;31/05/2016;0000;5;2.369565;5;253.3;3.728261;;2.8;17.367742;70.058333;
83479;30/06/2016;0000;5;2.5;5;259.2;3.333333;;0;15.133333;67.175;
83479;31/07/2016;0000;5;2.806452;6;298.3;2.064516;;0;15.193548;58.290323;
83479;31/08/2016;0000;36;2.849462;7;268.9;3.741935;;8;16.670968;59.362903;
83479;30/09/2016;0000;5;3.233333;8;261.7;4.077778;;8.4;19.46;52.275862;
83479;31/10/2016;0000;5;3.182796;7;236.1;5.569892;;60.7;20.716129;59.072581;
83479;30/11/2016;0000;5;3.055556;6;128.7;8.388889;;227.3;19.893333;76.458333;
83479;31/12/2016;0000;5;3.327957;5;214.4;6.301075;;169.8;19.845161;73.959677;
83479;31/01/2017;0000;5;2.183417;8;233.5;6.580645;;88.1;20.625806;69.08871;
83479;28/02/2017;0000;5;2.802381;7;165.6;7.333333;;129.5;19.878571;77.375;
83479;31/03/2017;0000;9;2.752688;14;237.9;5.473118;;147.9;20.03871;71.483871;
83479;30/04/2017;0000;9;2.865169;6;254.8;4.685393;;16.4;19.866667;68.543103;
83479;31/05/2017;0000;9;2.483871;7;249.3;3.763441;;78.5;17.645161;69.895161;
83479;30/06/2017;0000;9;2.511111;8;277.8;3.122222;;1;15.72;64.525;
83479;31/07/2017;0000;5;3.344086;8;277;3.817204;;0;13.677419;57.959677;
83479;31/08/2017;0000;5;2.543478;7;296.3;2.01087;;0;15.703226;46.825;
83479;30/09/2017;0000;5;3.562222;6;276;2.444444;;0.7;17.266667;47.733333;
83479;31/10/2017;0000;5;3.193548;7;238.8;4.903226;;83.6;20.116129;51.862903;
83479;30/11/2017;0000;5;2.977778;9;142;7.8;;218.3;19.673333;75.175;
83479;31/12/2017;0000;9;3.183106;5;157.4;7.655914;;157.6;20.193548;77.669355;
83479;31/01/2018;0000;5;2.408602;6;223.2;6.344086;;228.7;19.748387;71.5;
83479;28/02/2018;0000;36;2.98947;5;163.1;6.708333;;337.2;19.614286;79.071429;
83479;31/03/2018;0000;9;3;6;234.4;5.537634;;115.2;20.135484;74.459677;
83479;30/04/2018;0000;9;2.755556;7;204.5;5.866667;;69.3;18.566667;76.375;
83479;31/05/2018;0000;5;2.216867;5;244.2;3.192771;;8;15.853571;68.601852;
83479;30/06/2018;0000;5;2.244444;6;267.3;3.2;;0;15.446667;64.141667;
83479;31/07/2018;0000;5;2.268817;7;292.3;2.322581;;0;14.341935;58.435484;
83479;31/08/2018;0000;5;2.860215;7;252.4;3.88172;;4.5;16.793548;54.459677;
83479;30/09/2018;0000;5;2.955556;7;252.4;3.522222;;40.4;18.133333;52.983333;
83479;31/10/2018;0000;5;2.903226;7;175.9;7.344086;;109;20.974194;62.66129;
83479;30/11/2018;0000;5;2.966667;8;136.4;7.611111;;427.8;19.406667;81.6;
83479;31/12/2018;0000;5;3.096774;7;199.7;6.408602;;192;19.751613;75.153226;
83479;31/01/2019;0000;5;2.782796;7;267.5;4.978495;;21.2;20.280645;64.387097;
83479;28/02/2019;0000;5;2.262249;6;180.9;6.928571;;296.7;20.432143;75.571429;
83479;31/03/2019;0000;5;2.33871;8;180.1;7.333333;;142.2;20.096774;77.209677;
83479;30/04/2019;0000;0;1.933333;6;204.2;5.733333;;74.6;19.526667;77.1;
83479;31/05/2019;0000;0;1.967742;5;241.6;4.215054;;82.2;17.909677;74.225806;
83479;30/06/2019;0000;5;2.633333;7;271.3;3.244444;;0;15.246667;66.991667;
83479;31/07/2019;0000;5;2.27957;6;263.4;2.268817;;0;13.393548;58.556452;
83479;31/08/2019;0000;5;2.849462;8;277.6;3.311828;;0;16.303226;51.572581;
83479;30/09/2019;0000;5;2.642222;8;259.8;2.422222;;8.2;18.966667;45.841667;
