Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude,Bioma
82184,28/02/2018,0,36,0.8714290000000001,1.1,102.6,6.7619050000000005,,373.7,24.046429,85.54464300000002,,-1.73,-52.23,Amazônia
82184,31/03/2018,0,36,0.8548389999999999,1.1,120.7,6.741935000000002,,192.6,24.477419,85.66129000000002,,-1.73,-52.23,Amazônia
82184,30/04/2018,0,36,0.8622219999999999,1.1,130.1,6.544444,,477.8,23.946667,86.30833299999998,,-1.73,-52.23,Amazônia
82184,31/05/2018,0,5,0.902151,1.1,140.5,6.72043,,393.6,24.13871,86.516129,,-1.73,-52.23,Amazônia
82184,30/06/2018,0,5,0.806667,1.3,207.0,6.011111,,148.1,24.303333,79.883333,,-1.73,-52.23,Amazônia
82184,31/07/2018,0,5,0.873333,1.1,177.4,6.106667,,127.0,24.3,78.15,,-1.73,-52.23,Amazônia
82184,31/08/2018,0,5,0.8817200000000001,1.3,273.2,5.860215,,20.0,24.522581,75.540323,,-1.73,-52.23,Amazônia
82184,30/09/2018,0,5,0.938889,1.3,261.8,5.977778,,64.4,24.69,74.05833299999998,,-1.73,-52.23,Amazônia
82184,31/10/2018,0,5,0.895699,1.3,264.2,5.7741940000000005,,8.5,25.248387,70.653226,,-1.73,-52.23,Amazônia
82184,30/11/2018,0,5,0.965556,1.1,198.0,5.888889,,65.5,25.283333,72.158333,,-1.73,-52.23,Amazônia
82184,31/12/2018,0,5,0.913978,1.3,121.3,6.860214999999998,,210.1,23.83871,84.427419,,-1.73,-52.23,Amazônia
82184,31/01/2019,0,5,0.902151,1.3,126.4,6.741935000000002,,202.4,23.96129,83.854839,,-1.73,-52.23,Amazônia
82184,28/02/2019,0,5,0.936905,1.1,82.5,6.916667,,193.7,24.3,84.88392900000002,,-1.73,-52.23,Amazônia
82184,31/03/2019,0,36,0.952688,1.1,105.2,6.795699000000001,,372.0,24.432258,83.258065,,-1.73,-52.23,Amazônia
82184,30/04/2019,0,36,0.865556,1.3,104.1,6.966667,,531.3,24.37,85.575,,-1.73,-52.23,Amazônia
82184,31/05/2019,0,5,0.908602,1.3,130.1,6.752688,,305.5,24.646667,84.274194,,-1.73,-52.23,Amazônia
82184,30/06/2019,0,5,0.827778,1.1,170.7,6.222222,,244.5,24.813333,79.541667,,-1.73,-52.23,Amazônia
82184,31/07/2019,0,5,0.7612899999999999,1.1,210.1,6.0752690000000005,,139.1,24.47,76.975806,,-1.73,-52.23,Amazônia
82184,31/08/2019,0,5,0.864516,1.3,274.0,5.83871,,65.9,24.919355,74.346774,,-1.73,-52.23,Amazônia
82184,30/09/2019,0,5,0.896667,1.3,266.4,5.911111,,46.4,25.086667,71.55833299999998,,-1.73,-52.23,Amazônia
