Estacao,Data,Hora,DirecaoVento,VelocidadeVentoMedia,VelocidadeVentoMaximaMedia,InsolacaoTotal,NebulosidadeMedia,NumDiasPrecipitacao,PrecipitacaoTotal,TempMinimaMedia,UmidadeRelativaMedia,Unnamed: 13,Latitude,Longitude,Bioma
82184,31/01/2016,0,36,1.003226,1.1,156.4,6.709677,,84.6,24.935484,76.959677,,-1.73,-52.23,Amazônia
82184,29/02/2016,0,5,0.882759,1.1,145.6,6.678161,,173.3,24.406897,84.62069,,-1.73,-52.23,Amazônia
82184,31/03/2016,0,5,0.911828,1.1,109.4,6.849462,,396.8,24.554839,87.145161,,-1.73,-52.23,Amazônia
82184,30/04/2016,0,5,0.908889,2.0,134.5,6.766667,,348.1,24.783333,85.5,,-1.73,-52.23,Amazônia
82184,31/05/2016,0,5,0.8258059999999999,1.3,161.3,6.5698919999999985,,529.7,24.674194,85.75,,-1.73,-52.23,Amazônia
82184,30/06/2016,0,5,0.837778,1.1,234.0,5.855556,,161.2,24.423333,80.15,,-1.73,-52.23,Amazônia
82184,31/07/2016,0,5,0.788172,1.3,227.6,6.0322580000000015,,205.9,24.286667,80.508065,,-1.73,-52.23,Amazônia
82184,31/08/2016,0,5,0.8688170000000001,1.1,284.1,5.72043,,50.9,24.816129,75.0,,-1.73,-52.23,Amazônia
82184,30/09/2016,0,36,0.935556,1.1,240.4,5.911111,,59.4,24.966667,74.55833299999998,,-1.73,-52.23,Amazônia
82184,31/10/2016,0,36,0.924731,1.1,213.7,6.172043,,37.0,25.064516,72.0,,-1.73,-52.23,Amazônia
82184,30/11/2016,0,5,0.907496,1.02888,150.7,6.655882000000001,,5.3,25.478571,71.964286,,-1.73,-52.23,Amazônia
82184,31/12/2016,0,5,0.8611280000000001,1.02888,127.6,6.8885869999999985,,182.3,24.603333,78.08064499999998,,-1.73,-52.23,Amazônia
82184,31/01/2017,0,5,0.8548389999999999,1.1,117.3,6.795699000000001,,380.8,23.641935,85.451613,,-1.73,-52.23,Amazônia
82184,28/02/2017,0,36,0.9,1.1,90.9,6.845238,,213.9,24.142857,85.5,,-1.73,-52.23,Amazônia
82184,31/03/2017,0,36,0.8537629999999999,1.1,125.7,6.7849460000000015,,390.9,24.312903,84.927419,,-1.73,-52.23,Amazônia
82184,30/04/2017,0,36,0.8544440000000001,1.1,125.6,6.822222,,307.8,24.57,84.883333,,-1.73,-52.23,Amazônia
82184,31/05/2017,0,5,0.85914,1.1,175.1,6.537634,,269.2,25.003226,82.467742,,-1.73,-52.23,Amazônia
82184,30/06/2017,0,36,0.85,1.4,172.4,6.222222,,261.8,24.741379,80.68333299999998,,-1.73,-52.23,Amazônia
82184,31/07/2017,0,0,0.8064520000000001,1.1,232.6,5.849462,,189.3,24.222222,77.233871,,-1.73,-52.23,Amazônia
82184,31/08/2017,0,5,0.921505,1.2,272.4,5.989247,,45.3,25.025806,74.016129,,-1.73,-52.23,Amazônia
82184,30/09/2017,0,5,0.988889,1.1,240.8,5.988889,,13.6,25.236667,72.758333,,-1.73,-52.23,Amazônia
82184,31/10/2017,0,5,0.958065,1.1,235.8,6.0322580000000015,,27.4,25.019355,73.362903,,-1.73,-52.23,Amazônia
82184,30/11/2017,0,5,0.957778,1.3,214.6,5.911111,,4.5,25.206667000000003,68.891667,,-1.73,-52.23,Amazônia
82184,31/12/2017,0,5,0.982796,1.1,114.4,6.494624,,97.8,24.664516,77.862903,,-1.73,-52.23,Amazônia
82184,31/01/2018,0,5,0.941935,1.1,165.7,6.559139999999998,,198.8,24.080645,82.685484,,-1.73,-52.23,Amazônia
