Latitude  (graus) : -16
Longitude (graus) : -41.28
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;TempMinimaMedia;UmidadeRelativaMedia;
83393;31/01/2016;0000;14;1.591398;4.6;145.2;7.763441;;433.6;21.354839;77.991935;
83393;29/02/2016;0000;9;1.244828;3.6;300;3.816092;;10.4;20.086207;62.758621;
83393;31/03/2016;0000;14;1.237079;4.6;288.5;4.550562;;20.4;20.690323;62.017857;
83393;30/04/2016;0000;14;1.330263;4.1;249.2;4.381579;;0.3;19.610714;59.675;
83393;31/05/2016;0000;14;1.069892;3.6;219.2;5.053763;;1.5;17.109677;63.145161;
83393;30/06/2016;0000;9;1.138889;4.1;221.8;4.8;;31;15.933333;65.408333;
83393;31/07/2016;0000;9;1.312069;3.6;208.1;5.413793;;18.2;15.777778;;
83393;31/08/2016;0000;9;1.557609;4.1;241;5.586957;;5.1;16.606452;64.959677;
83393;30/09/2016;0000;9;1.35;3.6;253.9;4.711111;;18.2;18.09;57.325;
83393;31/10/2016;0000;9;1.388172;4.1;231.2;6.182796;;110;19.864516;67.33871;
83393;30/11/2016;0000;9;1.375556;4.6;181.1;7.455556;;174.2;19.74;73.833333;
83393;31/12/2016;0000;0;1.07125;3.2;205.8;6.740741;;173.1;20.046667;78.85;
83393;31/01/2017;0000;9;1.33125;3.1;268.7;3.71875;;1.6;20.014815;;
83393;28/02/2017;0000;9;1.404762;3.6;188;6.690476;;39.5;20.285714;70.991071;
83393;31/03/2017;0000;9;1.068817;3.1;229.1;5.473118;;42;20.225806;64.814516;
83393;30/04/2017;0000;14;0.895556;3.1;220.6;5.9;;73.7;19.773333;74.483333;
83393;31/05/2017;0000;14;0.913978;3.1;174.9;6.602151;;42.3;17.896774;76.032258;
83393;30/06/2017;0000;14;1.146667;4.6;225.4;4.922222;;8.7;16.546667;71.833333;
83393;31/07/2017;0000;9;1.373118;3.6;175.1;7.086022;;29.2;14.703226;74.225806;
83393;31/08/2017;0000;14;1.004301;3.1;225.2;4.204301;;1.6;15.045161;62;
83393;30/09/2017;0000;14;1.786667;5.1;229.2;6.311111;;4.8;16.26;63.875;
83393;31/10/2017;0000;9;1.511828;3.6;258.3;4.55914;;3.3;18.819355;58.201613;
83393;30/11/2017;0000;14;1.095556;2.1;180.2;6.888889;;126.5;19.613333;67.466667;
83393;31/12/2017;0000;14;0.793451;3.1;165;7.011765;;209.9;20.326667;77.072917;
83393;31/01/2018;0000;9;1.043548;2.1;241.7;4.935484;;23.9;20.255172;;
83393;28/02/2018;0000;0;0.59541;5;189.5;6.907738;;155;20.557143;73.464286;
83393;31/03/2018;0000;0;0.649462;2.6;251.2;5.741935;;64.4;20.548387;73;
83393;30/04/2018;0000;14;1.082222;4.6;191.9;6.533333;;17.2;19.22;73.441667;
83393;31/05/2018;0000;14;1.05914;2.6;191.9;6.139785;;25.1;17.541935;72.419355;
83393;30/06/2018;0000;14;0.883333;2.6;172.9;6.566667;;35.3;16.733333;75.841667;
83393;31/07/2018;0000;14;0.892473;3.1;258.4;4.27957;;5.8;15.619355;66.725806;
83393;31/08/2018;0000;9;1.151087;4.1;233.3;4.532609;;9.1;17.858065;64.633333;
83393;30/09/2018;0000;9;1.125556;3.6;250.5;4.033333;;0;18.553333;57.533333;
83393;31/10/2018;0000;9;1.096774;3.1;199.6;5.731183;;60.9;19.664516;63.774194;
83393;30/11/2018;0000;9;1.198889;3.6;158.4;7.544444;;210;19.483333;73.133333;
83393;31/12/2018;0000;0;0.738462;2.1;157.3;7.076923;;260.9;19.793103;76.9375;
83393;31/01/2019;0000;9;1.030263;3.6;276.9;4.25;;0.3;20.041379;57.944444;
83393;28/02/2019;0000;0;0.80119;2.6;227.4;5.011905;;109.5;21.671429;60.75;
83393;31/03/2019;0000;14;0.922581;2.6;233.9;5.526882;;79.3;21.151613;64.540323;
83393;30/04/2019;0000;0;0.698889;3.1;235.1;5.044444;;115.8;20.546667;72.766667;
83393;31/05/2019;0000;14;0.809677;3.1;196.3;5.11828;;1.7;19.290323;71;
83393;30/06/2019;0000;14;0.983333;3.6;184.6;5.211111;;7.3;16.52;68.791667;
83393;31/07/2019;0000;9;0.967742;3.6;220.1;4.870968;;20.1;14.393548;67.193548;
83393;31/08/2019;0000;9;1.109677;2.6;202.8;5.860215;;61;16.619355;70.112903;
83393;30/09/2019;0000;14;1.05;3.6;241.1;4.477778;;15;18.053333;62.675;
