Latitude  (graus) : -9.75
Longitude (graus) : -37.43
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;TempMinimaMedia;UmidadeRelativaMedia;
82990;31/01/2016;0000;0;1.080645;3;194.7;6.822581;;135.9;21.248387;73.451613;
82990;29/02/2016;0000;14;2.586207;5;264.7;6.068966;;25.1;23.158621;71.857143;
82990;31/03/2016;0000;14;3.319777;5.1444;232.1;5.592105;;5.4;23.88;70.192308;
82990;30/04/2016;0000;14;3.281772;7.20216;225.8;6.059322;;8;23.393103;73.966667;
82990;31/05/2016;0000;14;1.83849;7.20216;194.8;6.270492;;39;22.048387;77.9;
82990;30/06/2016;0000;14;1.732851;5.1444;193.8;6.37931;;51.9;21.52;80.035714;
82990;31/07/2016;0000;;;;;;;0;;;
82990;31/08/2016;0000;14;2.110076;5.1444;223.9;5.783898;;9.6;19.610345;77.5;
82990;30/09/2016;0000;14;2.737556;5.1444;254;5.647321;;5.2;21.032143;71;
82990;31/10/2016;0000;14;2.898012;5.1444;305.3;5.916667;;8.8;21.862069;62.806452;
82990;30/11/2016;0000;14;2.936985;5.1444;253.6;5.909091;;2.4;22.489286;61.074074;
82990;31/12/2016;0000;14;2.146457;5.1444;266.2;5.883621;;10.8;22.339286;56.689655;
82990;31/01/2017;0000;;;;;;;0;;;
82990;28/02/2017;0000;14;3.039711;5.1444;247.8;6.490741;;2.4;23.385185;64.222222;
82990;31/03/2017;0000;14;2.216667;5;238;5.633333;;16;23.39;57.466667;
82990;30/04/2017;0000;14;2.183333;5;218.8;6.416667;;37.6;23.26;72.192308;
82990;31/05/2017;0000;0;1.017241;5;139.1;7.172414;;173.2;22.203448;82.555556;
82990;30/06/2017;0000;14;1.721311;5;152.8;7.147541;;86.1;21.33;;
82990;31/07/2017;0000;14;1.916667;7;127.6;7.183333;;85.4;19.343333;;
82990;31/08/2017;0000;14;1.934426;5;200.2;6.081967;;47.1;20.193548;;
82990;30/09/2017;0000;14;2.333333;5;197.1;6.75;;66.1;20.61;;
82990;31/10/2017;0000;;3.387776;5;;;;1.7;21.581818;;
82990;30/11/2017;0000;14;2.839286;7;283.4;5.232143;;3;22.524138;;
82990;31/12/2017;0000;14;1.966102;5;238.1;5.644068;;6.5;22.863333;;
82990;31/01/2018;0000;14;3.258065;7;260.3;5.870968;;29.6;23.735484;;
82990;31/03/2018;0000;14;1.736842;5;243.4;5.140351;;2.4;24.17931;;
82990;30/04/2018;0000;14;2.616667;7;188.4;6.2;;34.6;22.64;;
82990;31/05/2018;0000;14;2.032787;7;200.9;5.95082;;39.4;21.467742;;
82990;30/06/2018;0000;0;1.35;5;184.7;5.966667;;29.5;19.756667;;
82990;31/07/2018;0000;14;1.852459;5;168.7;6.52459;;23.4;19.229032;;
82990;31/08/2018;0000;14;2.936881;5;244.1;5.737903;;9.3;19.687097;;
82990;30/09/2018;0000;14;3.20339;7;248.8;5.101695;;12.9;21.613333;;
82990;31/10/2018;0000;14;2.45;7;284.4;4.683333;;0.6;23.4;;
82990;30/11/2018;0000;14;2.655172;7;238;5.896552;;61.2;24.193103;;
82990;31/12/2018;0000;14;2.035088;9;233.5;5.491228;;113.8;23.075862;;
82990;31/01/2019;0000;;;;;;;0;;;
82990;28/02/2019;0000;;;;;;;16;;;
82990;30/09/2019;0000;14;1.463296;5.1444;242.8;5.680556;;12.5;20.706667;75.55;
