Latitude  (graus) : -18.98
Longitude (graus) : -56.62
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;TempMinimaMedia;UmidadeRelativaMedia;
83513;31/01/2016;0000;36;1.709677;6;159.2;5.870968;;261.2;20.609677;;
83513;29/02/2016;0000;36;1.91954;6;180.1;7.241379;;149.5;21.251724;;
83513;31/03/2016;0000;0;1.354839;4;235.6;4.44086;;81.2;19.76129;;
83513;30/04/2016;0000;36;1.833333;8;225.8;3.677778;;38.8;18.66;;
83513;31/05/2016;0000;18;2.505376;6;153.9;4.612903;;29;14.880645;;
83513;30/06/2016;0000;18;2.24;8;150.9;4.911111;;36.8;14.126667;;
83513;31/07/2016;0000;0;3.006452;17;254.1;3.580645;;0;;;
83513;31/08/2016;0000;0;3.182796;10;229.4;3.483871;;91.3;;;
83513;30/09/2016;0000;0;2.211111;6;228.3;3.411111;;27;;;
83513;31/10/2016;0000;36;3.860215;9;247.4;3.505376;;56.8;;;
83513;30/11/2016;0000;0;2.144444;7;188.1;5.322222;;147.2;;;
83513;31/01/2017;0000;36;1.946237;7;234.8;4.978495;;302.4;22.406452;79.774194;
83513;28/02/2017;0000;5;2.202381;5;140.7;3.571429;;120.6;21.217857;82.821429;
83513;31/03/2017;0000;36;2.316129;9;202.3;4.27957;;109.9;21.954839;82.459677;
83513;30/04/2017;0000;18;2.333333;9;204.1;4.677778;;109.8;20.026667;82.158333;
83513;31/05/2017;0000;23;2.83871;9;173.4;5.215054;;96;19.822581;86.612903;
83513;30/06/2017;0000;0;2.011111;9;247.9;3.377778;;37;13.61;81.616667;
83513;31/07/2017;0000;5;2.666667;9;283;2.903226;;0;11.06129;67.185484;
83513;31/08/2017;0000;0;2.16129;9;256.4;4.258065;;84;15.703226;70.354839;
83513;30/09/2017;0000;0;1.966667;7;249.4;3.411111;;6.2;16.073333;62.65;
83513;31/10/2017;0000;36;2.182796;10;231.8;4.88172;;239.2;18.925806;76.056452;
83513;30/11/2017;0000;36;2.277778;10;221.5;3.755556;;102.3;20.673333;79.516667;
83513;31/12/2017;0000;36;1.924731;8;169.8;3.763441;;345.5;21.26129;84.435484;
83513;31/01/2018;0000;36;1.602151;4;184.3;5.11828;;242.6;20.980645;82.475806;
83513;28/02/2018;0000;0;1.559524;8;139.6;6.297619;;278.8;22.192857;84.678571;
83513;31/03/2018;0000;36;1.774194;6;201.5;3.870968;;27.1;21.548387;81.66129;
83513;30/04/2018;0000;0;1.233333;4;217.3;3.0625;;111.1;20.49;81.783333;
83513;31/05/2018;0000;36;1.903226;4;230.2;2.698925;;86;19.53871;79.233871;
83513;30/06/2018;0000;23;2;4;158;1.377778;;16.6;16.01;81.080357;
83513;31/07/2018;0000;0;1.83871;6;;2.643678;;0;;76.814516;
83513;31/08/2018;0000;23;2.096774;6;205;1.860215;;14;;71.774194;
83513;30/09/2018;0000;18;1.833333;4;217.7;2.775281;;91.8;;73.075;
83513;31/10/2018;0000;36;2.258065;6;182.4;3.141304;;51.8;;77.241935;
83513;30/11/2018;0000;36;2.2;6;;2.4;;300.9;;85.844828;
83513;31/12/2018;0000;0;1.27957;6;245.8;1.010753;;54.6;;78.322581;
83513;31/01/2019;0000;36;1.634409;5;238.7;3.473118;;76;;74.798387;
83513;28/02/2019;0000;36;1.845238;6;174;3.511905;;192.5;;84.571429;
83513;31/03/2019;0000;5;2.204301;6;211.6;2.193548;;179.3;;81.153226;
83513;30/04/2019;0000;0;1.355556;4;151;2.766667;;151.8;;85.316667;
83513;31/05/2019;0000;5;1.473118;3;199.9;2.365591;;64.5;;82.625;
83513;30/06/2019;0000;5;1.777778;6;232.1;2.355556;;26.2;;82.108333;
83513;31/07/2019;0000;18;1.688172;5;191.9;1.72043;;20.7;;78.032258;
83513;31/08/2019;0000;18;1.677419;5;230.5;2.215054;;4.8;;70.177419;
83513;30/09/2019;0000;0;1.7;4;178.7;2.277778;;123;;67.783333;
