datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2019/09/03 17:42:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO BORJA,Pampa,0,0,0,-28.72615,-55.62283,10.9
2019/09/03 17:42:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO BORJA,Pampa,0,0,0,-28.59672,-55.96495,6.9
2019/09/03 17:42:00,NPP-375,Brasil,RIO GRANDE DO SUL,SANTO ANTONIO DAS MISSOES,Pampa,0,0,0,-28.55949,-55.65292,9.3
2019/09/03 17:42:00,NPP-375,Brasil,RIO GRANDE DO SUL,GARRUCHOS,Pampa,0,0,0,-28.24186,-55.53263,3.5
2019/09/03 17:42:00,NPP-375,Brasil,RIO GRANDE DO SUL,GARRUCHOS,Pampa,0,0,0,-28.23938,-55.53089,7.4
2019/09/03 17:42:00,NPP-375,Brasil,RIO GRANDE DO SUL,GARRUCHOS,Pampa,0,0,0,-28.23818,-55.53346,4.8
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ITAQUI,Pampa,0,0,0,-29.29591,-56.49876,5.9
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ITAQUI,Pampa,0,0,0,-29.24178,-56.50062,6
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,JAGUARAO,Pampa,0,0,0,-32.50944,-53.3523,5.4
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,JAGUARAO,Pampa,0,0,0,-32.50919,-53.35521,5.9
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,HERVAL,Pampa,0,0,0,-32.04429,-53.47895,5.4
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,MORRO REDONDO,Pampa,0,0,0,-31.61475,-52.69027,6.6
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,MORRO REDONDO,Pampa,0,0,0,-31.61394,-52.68624,7.3
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,HULHA NEGRA,Pampa,0,0,0,-31.56856,-53.88434,10
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,PIRATINI,Pampa,0,0,0,-31.52174,-53.04422,2.5
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,CANGUCU,Pampa,0,0,0,-31.37138,-52.56574,2.2
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,PIRATINI,Pampa,0,0,0,-31.21583,-53.28014,4
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,CANGUCU,Pampa,0,0,0,-31.07111,-52.72297,1.8
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SANTANA DA BOA VISTA,Pampa,0,0,0,-30.89061,-53.1249,3.2
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ENCRUZILHADA DO SUL,Pampa,0,0,0,-30.73319,-52.77979,2.5
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,CACAPAVA DO SUL,Pampa,0,0,0,-30.72713,-53.77779,3.7
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,CACAPAVA DO SUL,Pampa,0,0,0,-30.72328,-53.77879,3.7
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,DOM FELICIANO,Pampa,0,0,0,-30.55576,-52.44185,14.7
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO JERONIMO,Pampa,0,0,0,-30.49152,-52.06375,3
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,QUARAI,Pampa,0,0,0,-30.46416,-56.17701,3.9
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ROSARIO DO SUL,Pampa,0,0,0,-30.44908,-55.2926,2.7
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,URUGUAIANA,Pampa,0,0,0,-30.1299,-56.69543,2.8
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO JERONIMO,Pampa,0,0,0,-30.20552,-51.89197,3
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,GENERAL CAMARA,Pampa,0,0,0,-29.86823,-51.73989,3.6
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO GABRIEL,Pampa,0,0,0,-30.23996,-54.45526,10.6
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO GABRIEL,Pampa,0,0,0,-30.23621,-54.45617,10.6
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ROSARIO DO SUL,Pampa,0,0,0,-30.22771,-55.10415,5
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ROSARIO DO SUL,Pampa,0,0,0,-30.22641,-55.10621,3.3
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ROSARIO DO SUL,Pampa,0,0,0,-30.12103,-54.69036,2.5
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO GABRIEL,Pampa,0,0,0,-30.09198,-54.51374,2.1
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ALEGRETE,Pampa,0,0,0,-30.0647,-55.57493,4.9
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO GABRIEL,Pampa,0,0,0,-30.00058,-54.60886,13.4
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,SAO GABRIEL,Pampa,0,0,0,-29.99684,-54.60975,3.1
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,CACEQUI,Pampa,0,0,0,-29.89822,-54.87211,1.9
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,CACEQUI,Pampa,0,0,0,-29.84106,-54.44328,5.5
2019/09/03 17:36:00,NPP-375,Brasil,RIO GRANDE DO SUL,ALEGRETE,Pampa,0,0,0,-29.7049,-55.22292,1.7
