id,latitude,longitude,area(m²),bioma
694,4.63,-60.155,2453994.9761782973,Amazonia
695,4.195,-59.935,3683099.822090802,Amazonia
697,3.955,-61.225,4912216.202539185,Amazonia
698,3.735,-61.1,2456725.114527737,Amazonia
700,3.29,-61.205,2457865.3524345327,Amazonia
701,3.253889,-60.19944399999999,4915909.677092707,Amazonia
702,3.195,-60.6,2458090.067844337,Amazonia
703,3.1792860000000003,-61.025,6145323.9410964735,Amazonia
704,3.17,-60.625,2458148.121549247,Amazonia
705,2.88,-61.38,1229394.070126385,Amazonia
706,2.815,-61.355,3688379.622871003,Amazonia
708,2.495,-61.355,4919086.135120116,Amazonia
709,2.445,-61.115,4919266.361118087,Amazonia
710,2.38,-60.26,6149368.990284531,Amazonia
711,2.2616669999999996,-60.195,6149885.074763965,Amazonia
712,2.24,-61.32,1229991.7948007807,Amazonia
713,2.24,-60.695,2459983.589603752,Amazonia
714,2.215,-60.445,3690032.28212184,Amazonia
715,2.19,-61.305,2460064.4031475973,Amazonia
716,2.14,-61.29,1230071.6965571416,Amazonia
717,1.835,-60.165,3690875.248597284,Amazonia
718,1.76,-60.225,7382052.2812641235,Amazonia
719,1.755,-60.765,4921381.043161882,Amazonia
720,1.57,-60.93,1230457.4877005194,Amazonia
721,1.4,-60.895,2461099.2055431693,Amazonia
722,1.11,-61.07,1230682.4055949245,Amazonia
735,-6.425,-50.065,3670155.313587125,Amazonia
738,-6.575,-51.11,2446051.976100579,Amazonia
739,-6.58,-51.09,1223014.0113772505,Amazonia
784,-7.92,-61.54,1219476.079133712,Amazonia
819,-8.66,-63.41,1217243.394515047,Amazonia
823,-8.72,-50.405,2434107.36003696,Amazonia
853,-9.225,-60.34,2430810.650232638,Amazonia
854,-9.24,-51.88,7292196.897061075,Amazonia
874,-9.555,-50.655,3642817.8193038167,Amazonia
875,-9.63,-50.585,2428033.5943056257,Amazonia
877,-9.65,-65.74,1213946.6929383879,Amazonia
878,-9.675,-50.685,4855435.420436732,Amazonia
887,-9.925,-59.905,9703744.92628095,Amazonia
890,-9.94,-57.485,2425827.9175886903,Amazonia
905,-10.135,-52.175,3636625.8276185635,Amazonia
906,-10.133571,-52.155,4848846.680107117,Amazonia
921,-10.485,-54.04,2421782.119001041,Amazonia
925,-10.535,-53.625,4842800.446301376,Amazonia
933,-10.635,-51.94,2420631.0282188472,Amazonia
939,-10.695,-51.4,2420166.053792681,Amazonia
943,-10.72,-53.86,1209985.7791250758,Amazonia
945,-10.74,-52.2225,13309258.787477475,Amazonia
952,-10.79,-54.82,1209712.2755877306,Amazonia
958,-10.865,-51.305,3628271.556236315,Amazonia
960,-10.88,-54.705,2418716.0724536795,Amazonia
961,-10.89,-54.72,1209318.4963276037,Amazonia
962,-10.96,-54.23,1209040.709338222,Amazonia
966,-11.005,-52.56,2417722.3927581967,Amazonia
967,-11.02,-52.585,2417602.4056136496,Amazonia
968,-11.03,-52.57,1208761.1591210116,Amazonia
976,-11.115,-56.81,2416838.661570296,Amazonia
980,-11.17,-54.19,1208196.770276903,Amazonia
985,-11.2,-52.76,1208074.9126251026,Amazonia
986,-11.205,-56.765,3624184.0467353663,Amazonia
987,-11.21,-52.5,3624102.664454386,Amazonia
988,-11.225,-54.72,2415946.225700033,Amazonia
989,-11.22,-54.085,2415986.988764111,Amazonia
990,-11.23,-52.26,1207952.7313212636,Amazonia
994,-11.3,-54.715,2415332.76617851,Amazonia
995,-11.31,-52.78,1207625.3323823037,Amazonia
996,-11.32,-54.585,2415168.4914550455,Amazonia
997,-11.345,-54.545,3622464.6991769583,Amazonia
1000,-11.37,-53.985,2414756.546406641,Amazonia
1003,-11.4,-52.5,1207254.2583400386,Amazonia
1004,-11.41,-52.51,1207212.8481635558,Amazonia
1005,-11.43,-57.83,1207129.9199890087,Amazonia
1006,-11.426428999999999,-56.595,3621431.242024929,Amazonia
1007,-11.465,-57.465,4827937.781121537,Amazonia
