ID,LatitudeX,LongitudeY,Area,Bioma
111,-50.76333333333333,1.463333333333334,0.00029999999999995167,Amazonia
112,-50.769999999999996,1.4300000000000006,9.999999999997797e-05,Amazonia
113,-50.75999999999999,1.4200000000000006,9.999999999997797e-05,Amazonia
114,-60.405,1.2250000000000005,0.00039999999999994744,Amazonia
115,-50.77,1.2100000000000006,0.0004999999999999787,Amazonia
116,-50.85999999999999,0.6500000000000012,9.999999999997797e-05,Amazonia
117,-50.79999999999999,0.6299999999999999,9.999999999997797e-05,Amazonia
118,-50.819999999999986,0.6224999999999996,0.0003999999999999829,Amazonia
119,-51.75999999999999,0.6050000000000003,0.00019999999999995594,Amazonia
123,-46.68333333333334,-0.9133333333333328,0.00029999999999993395,Amazonia
124,-47.559999999999995,-0.9500000000000001,0.00010000000000004902,Amazonia
125,-46.79,-1.0099999999999987,9.999999999997797e-05,Amazonia
126,-48.79999999999999,-1.0249999999999992,0.00019999999999997372,Amazonia
127,-48.279999999999994,-1.2000000000000002,0.00010000000000004902,Amazonia
132,-50.44999999999999,-1.6099999999999994,0.00010000000000006679,Amazonia
135,-50.44,-1.6200000000000003,9.999999999997797e-05,Amazonia
137,-55.52999999999999,-1.6899999999999995,0.00010000000000006679,Amazonia
138,-47.668,-1.7059999999999993,0.000500000000000032,Amazonia
139,-55.37166666666667,-1.7283333333333346,0.0006000000000000098,Amazonia
140,-53.56166666666666,-1.7316666666666658,0.0006000000000000809,Amazonia
141,-55.289999999999985,-1.7449999999999994,0.00019999999999995594,Amazonia
142,-48.20999999999999,-1.7399999999999995,0.00010000000000004902,Amazonia
144,-48.77666666666666,-1.7766666666666657,0.0003000000000000938,Amazonia
145,-48.69,-1.7649999999999997,0.0003999999999999474,Amazonia
146,-48.38999999999999,-1.839999999999999,9.999999999997797e-05,Amazonia
147,-48.44,-1.8599999999999997,9.999999999999574e-05,Amazonia
148,-44.86999999999998,-1.87,9.999999999997797e-05,Amazonia
150,-48.21,-1.9149999999999994,0.00040000000000005407,Amazonia
153,-50.86999999999999,-2.1599999999999993,9.999999999997797e-05,Amazonia
154,-48.27499999999999,-2.174999999999999,0.000400000000000054,Amazonia
