ID,LatitudeX,LongitudeY,Area,Bioma
41,-48.764999999999986,-1.7699999999999996,0.00019999999999999147,Amazonia
43,-48.224999999999994,-2.0400000000000005,0.00019999999999995594,Amazonia
47,-41.93666666666666,-2.926666666666666,0.0002999999999999339,Cerrado
48,-56.72666666666666,-2.9466666666666654,0.0003000000000000938,Amazonia
49,-54.724999999999994,-2.989999999999999,0.000200000000000027,Amazonia
50,-42.25999999999999,-2.995,0.00019999999999997372,Cerrado
51,-47.580833333333345,-3.103333333333333,0.0011999999999998067,Amazonia
52,-42.75,-3.1399999999999983,9.999999999996021e-05,Cerrado
53,-46.959999999999994,-3.1799999999999997,0.00010000000000006679,Amazonia
54,-47.84999999999999,-3.1971428571428575,0.0007000000000000412,Amazonia
55,-42.855,-3.25,0.00020000000000006254,Cerrado
56,-47.81523809523808,-3.3014285714285703,0.002100000000000017,Amazonia
57,-42.26499999999999,-3.33,0.00019999999999992043,Cerrado
58,-42.28999999999999,-3.34,9.999999999999574e-05,Cerrado
59,-42.29999999999999,-3.349999999999999,9.999999999996021e-05,Cerrado
60,-43.269999999999996,-3.4849999999999994,0.00019999999999995594,Cerrado
61,-43.05,-3.4800000000000004,9.999999999999574e-05,Cerrado
62,-43.04,-3.4899999999999998,9.999999999996021e-05,Cerrado
64,-43.05,-3.5,9.999999999999574e-05,Cerrado
65,-48.44,-3.5150000000000006,0.00019999999999995594,Amazonia
66,-43.16,-3.519999999999999,9.999999999999574e-05,Cerrado
68,-39.94785714285713,-3.539999999999999,0.001399999999999798,Caatinga
70,-44.81999999999999,-3.5749999999999997,0.00019999999999995594,Amazonia
71,-39.940000000000005,-3.57,9.999999999999574e-05,Caatinga
72,-38.86999999999999,-3.5949999999999984,0.00019999999999995594,Caatinga
74,-43.04625,-3.646249999999999,0.0007999999999998592,Cerrado
75,-42.91499999999999,-3.6750000000000007,0.000400000000000054,Cerrado
76,-43.166666666666664,-3.733333333333334,0.0003000000000000938,Cerrado
77,-43.125,-3.7650000000000006,0.000400000000000054,Cerrado
78,-43.06285714285714,-3.7685714285714287,0.0007000000000000056,Cerrado
79,-40.27999999999999,-3.794999999999998,0.00020000000000009805,Caatinga
80,-42.901666666666664,-3.803333333333334,0.0005999999999998678,Cerrado
81,-43.13857142857142,-3.8085714285714296,0.0007000000000000768,Cerrado
82,-43.115,-3.8299999999999996,0.00019999999999992043,Cerrado
83,-43.099999999999994,-3.84,0.00010000000000006679,Cerrado
84,-47.70666666666666,-3.8566666666666665,0.0003000000000000938,Amazonia
85,-42.93999999999999,-3.86,9.999999999999574e-05,Cerrado
86,-42.92999999999999,-3.8750000000000004,0.00019999999999995594,Cerrado
87,-43.084999999999994,-3.8849999999999985,0.0003999999999999119,Cerrado
88,-42.952499999999986,-3.8925000000000005,0.0004000000000000185,Cerrado
89,-43.07333333333332,-3.943333333333333,0.00029999999999991616,Cerrado
90,-43.39,-3.9549999999999983,0.00019999999999995594,Cerrado
91,-43.023333333333326,-3.949999999999998,0.0006000000000000455,Cerrado
92,-47.92999999999999,-4.02,9.999999999999574e-05,Amazonia
93,-47.86999999999998,-4.155000000000001,0.00019999999999995594,Amazonia
94,-47.74499999999999,-4.1899999999999995,0.00019999999999999147,Amazonia
95,-47.51499999999999,-4.269999999999999,0.00019999999999999147,Amazonia
96,-46.179999999999986,-4.269999999999999,9.999999999999574e-05,Amazonia
97,-43.33,-4.269999999999999,9.999999999999574e-05,Cerrado
98,-43.31999999999999,-4.298,0.0010000000000000284,Cerrado
99,-47.754999999999995,-4.344999999999999,0.0003999999999999119,Amazonia
101,-40.93,-4.4399999999999995,9.999999999996021e-05,Caatinga
102,-40.91333333333332,-4.4533333333333305,0.00030000000000002274,Caatinga
104,-46.239999999999995,-4.49,0.00010000000000003127,Amazonia
105,-46.25,-4.5,9.999999999999574e-05,Amazonia
106,-47.887999999999984,-4.555999999999999,0.0005000000000000498,Amazonia
107,-47.97666666666666,-4.573333333333332,0.0002999999999999517,Amazonia
108,-47.13666666666666,-4.593333333333332,0.0003000000000000228,Amazonia
109,-43.138999999999996,-4.627,0.0009999999999999929,Cerrado
110,-47.165,-4.629999999999999,0.00020000000000006254,Amazonia
111,-38.02499999999999,-4.7,0.00020000000000006254,Caatinga
113,-38.735,-4.709999999999999,0.00019999999999999147,Caatinga
114,-38.01,-4.709999999999999,9.999999999996021e-05,Caatinga
115,-43.129999999999995,-4.71,0.0008000000000001435,Cerrado
116,-38.71666666666665,-4.729999999999999,0.001200000000000091,Caatinga
117,-38.69999999999999,-4.75,9.999999999999574e-05,Caatinga
119,-46.16,-4.794999999999997,0.0006000000000000099,Amazonia
121,-37.446,-4.806000000000001,0.0004999999999999431,Caatinga
124,-44.36,-4.82,9.999999999999574e-05,Cerrado
126,-47.279999999999994,-4.844999999999999,0.0006000000000000099,Amazonia
130,-37.459999999999994,-4.8999999999999995,0.00029999999999995167,Caatinga
132,-40.133333333333326,-4.916666666666667,0.0012000000000000203,Caatinga
133,-38.277727272727276,-4.921363636363638,0.002199999999999799,Caatinga
134,-37.33999999999999,-4.949999999999999,9.999999999999574e-05,Caatinga
135,-37.349999999999994,-4.96,0.00010000000000003127,Caatinga
136,-37.43444444444444,-4.972222222222224,0.0009000000000001392,Caatinga
137,-37.317142857142855,-4.979999999999999,0.0007000000000001122,Caatinga
138,-37.39999999999999,-4.990000000000001,9.999999999996021e-05,Caatinga
139,-37.414545454545454,-5.02,0.001099999999999953,Caatinga
140,-38.017999999999994,-5.041999999999999,0.0005000000000000852,Caatinga
141,-37.989999999999995,-5.049999999999999,0.00010000000000003127,Caatinga
142,-37.92999999999999,-5.140000000000001,9.999999999999574e-05,Caatinga
143,-37.604285714285695,-5.159285714285713,0.0013999999999999048,Caatinga
144,-40.71374999999999,-5.163750000000002,0.0008000000000000013,Caatinga
145,-37.893333333333324,-5.163333333333332,0.0002999999999999516,Caatinga
146,-37.91499999999999,-5.18,0.000400000000000054,Caatinga
147,-37.64666666666666,-5.183333333333333,0.0002999999999999517,Caatinga
148,-37.629999999999995,-5.1899999999999995,0.00010000000000003127,Caatinga
149,-37.61,-5.199999999999999,9.999999999999574e-05,Caatinga
150,-37.64999999999999,-5.209999999999998,9.999999999996021e-05,Caatinga
151,-37.61999999999999,-5.209999999999998,9.999999999996021e-05,Caatinga
152,-37.63999999999999,-5.219999999999999,9.999999999999574e-05,Caatinga
153,-37.61,-5.219999999999999,9.999999999999574e-05,Caatinga
157,-46.32499999999999,-5.324999999999999,0.0003999999999999119,Cerrado
158,-45.584999999999994,-5.434999999999999,0.0003999999999999119,Cerrado
159,-49.084999999999994,-5.445,0.0003999999999999119,Amazonia
160,-45.601249999999986,-5.465000000000001,0.000800000000000179,Cerrado
161,-36.85999999999999,-5.469999999999999,9.999999999999574e-05,Caatinga
162,-45.550000000000004,-5.516,0.0005000000000000497,Cerrado
163,-45.989999999999995,-5.5249999999999995,0.00020000000000009805,Cerrado
164,-43.42285714285714,-5.538571428571427,0.0007000000000000056,Cerrado
165,-43.415,-5.559999999999999,0.00020000000000006254,Cerrado
166,-37.37499999999999,-5.594999999999999,0.000400000000000054,Caatinga
167,-45.542307692307695,-5.60076923076923,0.0013000000000000867,Cerrado
168,-42.305,-5.608333333333335,0.00060000000000001,Cerrado
169,-46.08,-5.619999999999998,9.999999999996021e-05,Cerrado
170,-43.81666666666666,-5.631666666666665,0.0006000000000000099,Cerrado
171,-43.48999999999999,-5.63,0.00010000000000006679,Cerrado
172,-43.458333333333336,-5.636666666666667,0.0006000000000001521,Cerrado
173,-46.055,-5.6400000000000015,0.0004000000000000895,Cerrado
