,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
718,2019/05/22 16:54:00,4.0,0.0,0.87,-8.78941,-43.06472
896,2019/05/23 04:00:00,5.0,0.0,0.78,-13.37033,-43.05173
905,2019/05/23 13:05:00,3.0,0.0,1.0,-13.645,-43.113
906,2019/05/23 15:55:00,0.0,0.0,1.0,-9.915,-38.981
907,2019/05/23 15:55:00,0.0,0.0,0.71,-9.913,-38.965
908,2019/05/23 15:55:00,5.0,0.0,0.95,-12.958,-40.662
909,2019/05/23 15:55:00,4.0,0.0,1.0,-10.7,-40.24
910,2019/05/23 15:55:00,4.0,0.0,1.0,-10.698,-40.234
934,2019/05/23 16:36:00,0.0,0.0,0.73,-9.90788,-38.969120000000004
935,2019/05/23 16:36:00,6.0,0.0,1.0,-9.824539999999999,-37.757059999999996
936,2019/05/23 16:36:00,10.0,0.0,1.0,-8.91348,-37.8671
937,2019/05/23 16:36:00,6.0,0.26,1.0,-8.828380000000001,-38.81908
938,2019/05/23 16:36:00,6.0,0.0,1.0,-8.13826,-38.97408
939,2019/05/23 16:36:00,6.0,0.0,1.0,-8.13689,-38.971740000000004
940,2019/05/23 16:30:00,5.0,0.0,0.95,-14.230179999999999,-41.25974
941,2019/05/23 16:36:00,3.0,0.0,1.0,-13.642420000000001,-43.113609999999994
942,2019/05/23 16:36:00,5.0,0.0,0.95,-12.95744,-40.65547
943,2019/05/23 16:36:00,5.0,0.0,0.95,-12.03187,-40.98657
944,2019/05/23 16:36:00,6.0,0.0,0.87,-12.01976,-42.96182
945,2019/05/23 16:36:00,4.0,0.0,1.0,-10.69402,-40.24086
946,2019/05/23 16:36:00,4.0,0.0,1.0,-10.69329,-40.23664
947,2019/05/23 16:36:00,4.0,0.0,0.99,-10.259319999999999,-40.55775
993,2019/05/23 19:53:39,5.0,0.0,0.95,-12.982922,-40.666573
994,2019/05/23 19:54:24,0.0,0.0,0.6,-9.929396,-38.993603
1035,2019/05/24 01:20:00,5.0,0.0,0.99,-9.455,-40.407
1216,2019/05/24 04:20:00,7.0,0.0,1.0,-9.481,-40.385
1217,2019/05/24 03:42:00,4.0,0.0,1.0,-13.64168,-43.11388
1218,2019/05/24 03:42:00,6.0,0.0,0.96,-12.958089999999999,-40.65639
1219,2019/05/24 03:42:00,6.0,0.0,0.96,-12.95752,-40.65862
1220,2019/05/24 03:42:00,4.0,0.0,1.0,-10.566189999999999,-40.974920000000004
1221,2019/05/24 03:42:00,4.0,0.0,1.0,-10.56529,-40.980129999999996
1251,2019/05/24 13:45:00,6.0,0.0,0.14,-6.33,-42.463
1305,2019/05/24 16:40:00,5.0,0.0,0.84,-6.859,-43.18899999999999
1306,2019/05/24 16:35:00,7.0,0.0,0.96,-11.865,-41.13
1428,2019/05/24 16:18:00,7.0,0.0,1.0,-9.82421,-37.75468
1429,2019/05/24 16:18:00,0.0,0.0,1.0,-9.550139999999999,-36.91294
1430,2019/05/24 16:18:00,2.0,0.0,1.0,-9.388069999999999,-36.89163
