,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
3516,2018/05/04 17:30:00,0.0,2.75,0.41,-28.721,-54.547
3517,2018/05/06 17:30:00,0.0,0.0,0.49,-28.99407,-55.75951
3518,2018/05/07 04:48:00,0.0,0.0,0.08,-29.8159,-51.177
3519,2018/05/07 04:48:00,0.0,0.0,0.08,-29.81519,-51.1763
3520,2018/05/07 17:12:00,0.0,0.0,0.61,-30.47653,-53.94588
3521,2018/05/07 17:12:00,0.0,0.0,0.71,-30.056359999999998,-53.610859999999995
3522,2018/05/07 17:12:00,0.0,0.0,0.51,-29.934359999999998,-52.42726
3523,2018/05/07 17:12:00,0.0,0.0,0.08,-29.839309999999998,-51.82072
3524,2018/05/07 17:12:00,0.0,0.0,0.08,-29.81591,-51.17698
3525,2018/05/07 17:12:00,0.0,0.0,0.68,-29.81076,-54.03325
3526,2018/05/07 17:12:00,0.0,0.0,0.68,-29.80738,-54.03388
3527,2018/05/07 17:12:00,0.0,0.0,0.63,-28.204420000000002,-55.37529
3528,2018/05/07 17:12:00,0.0,0.0,0.61,-30.477109999999996,-53.95004
3529,2018/05/07 17:12:00,0.0,0.0,0.61,-30.20867,-53.94474
3530,2018/05/08 04:30:00,0.0,0.28,0.06,-29.968120000000003,-51.01279
3531,2018/05/08 04:30:00,0.0,2.22,0.06,-29.814659999999996,-51.17516
3532,2018/05/08 17:05:00,0.0,1.35,0.05,-30.721,-52.77
3533,2018/05/08 17:05:00,0.0,1.35,0.05,-30.719,-52.753
3534,2018/05/08 16:54:00,0.0,1.35,0.05,-30.72076,-52.7616
3535,2018/05/08 16:54:00,0.0,1.35,0.05,-30.71988,-52.75951
3536,2018/05/08 16:54:00,0.0,1.35,0.05,-30.7175,-52.76773000000001
3537,2018/05/08 16:54:00,0.0,1.35,0.05,-30.71685,-52.76214
3538,2018/05/08 16:54:00,0.0,2.72,0.06,-29.75341,-51.27195
3539,2018/05/08 16:54:00,0.0,0.8,0.06,-29.67023,-51.7562
3540,2018/05/09 04:12:00,0.0,1.63,0.06,-29.815240000000003,-51.1843
3541,2018/05/09 04:12:00,0.0,1.63,0.06,-29.81158,-51.18338
3542,2018/05/12 17:18:00,2.0,0.0,0.07,-31.45174,-52.356809999999996
3543,2018/05/12 17:18:00,2.0,0.0,0.08,-29.7881,-51.29848
3544,2018/05/13 04:36:00,3.0,0.0,0.15,-29.814590000000003,-51.174490000000006
3545,2018/05/13 17:00:00,3.0,0.0,0.15,-29.8153,-51.17476
3546,2018/05/14 13:45:00,3.0,11.0,0.0,-29.784000000000002,-51.62
3547,2018/05/14 13:45:00,4.0,0.7,0.0,-30.871,-52.321999999999996
3548,2018/05/14 13:45:00,4.0,0.7,0.0,-30.869,-52.333999999999996
3549,2018/05/14 04:18:00,3.0,15.67,0.0,-29.67935,-51.08958
3550,2018/05/14 04:18:00,3.0,15.67,0.0,-29.679840000000002,-51.092009999999995
3551,2018/05/14 16:42:00,4.0,0.7,0.0,-30.871059999999996,-52.33455
3552,2018/05/14 16:42:00,3.0,1.1,0.0,-30.71534,-52.76705
3553,2018/05/14 16:42:00,3.0,1.1,0.0,-30.713829999999998,-52.767669999999995
3554,2018/05/14 16:42:00,3.0,7.8,0.0,-29.876409999999996,-51.62146
3555,2018/05/14 16:42:00,3.0,7.8,0.0,-29.875870000000003,-51.61998
3556,2018/05/14 16:42:00,3.0,13.98,0.0,-29.6711,-51.737190000000005
