,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
2,2018/02/09 17:54:00,0.0,46.07,0.06,-3.2986199999999997,-59.54531
11,2018/02/21 17:24:00,0.0,36.4,0.11,-3.36219,-69.56518
22,2018/02/07 16:48:00,0.0,0.0,0.39,-1.48736,-60.378609999999995
25,2018/02/07 17:20:19,0.0,0.0,0.35,-1.43,-60.31
48,2018/02/08 18:12:00,0.0,0.0,0.36,1.6404299999999998,-69.37649
56,2018/02/08 16:30:00,0.0,0.0,0.07,-3.41574,-60.130230000000005
73,2018/02/07 16:48:00,0.0,0.0,0.35,-1.42086,-60.29661
77,2018/02/07 16:48:00,0.0,0.0,0.17,-1.91232,-59.965559999999996
78,2018/02/28 18:36:00,0.0,74.8,0.0,-7.35677,-72.58395
91,2018/02/07 16:48:00,0.0,0.15,0.06,-3.39154,-59.889869999999995
98,2018/02/07 16:48:00,0.0,0.15,0.06,-3.3799,-59.62444
127,2018/02/06 17:05:08,0.0,0.0,0.03,-3.16,-58.97
129,2018/02/10 17:36:00,0.0,14.03,0.22,0.58917,-69.17191
142,2018/02/22 17:12:00,0.0,6.32,0.33,1.2219,-68.97131
169,2018/02/07 16:48:00,0.0,0.0,0.06,-3.10301,-58.06654
176,2018/02/23 18:30:00,0.0,2.48,0.44,1.7059,-69.73651
177,2018/02/08 18:12:00,0.0,0.0,0.25,1.22482,-69.36793
180,2018/02/22 17:12:00,0.0,0.17,0.25,0.60559,-69.17385
187,2018/02/06 17:06:00,0.0,0.0,0.03,-3.3898800000000002,-59.58636
225,2018/02/24 18:12:00,0.0,0.0,0.49,1.7346599999999999,-69.41288
226,2018/02/08 18:12:00,0.0,0.0,0.07,-3.40429,-59.93936
244,2018/02/08 18:12:00,0.0,0.0,0.07,-3.40478,-59.93515
254,2018/02/07 16:48:00,0.0,0.0,0.06,-3.6414,-58.63383
272,2018/02/10 17:36:00,0.0,2.35,0.42,1.64493,-69.30874
273,2018/02/08 16:30:00,0.0,0.0,0.07,-3.63121,-59.32519
284,2018/02/09 17:54:00,0.0,0.0,0.36,1.58637,-68.77663000000001
298,2018/02/07 16:48:00,0.0,0.75,0.06,-3.81662,-61.310269999999996
307,2018/02/07 16:48:00,0.0,0.0,0.06,-3.8172699999999997,-59.195840000000004
316,2018/02/07 17:20:06,0.0,0.15,0.06,-3.38,-59.61
331,2018/02/08 16:30:00,0.0,0.0,0.07,-2.9388400000000003,-59.09959
336,2018/02/09 17:54:00,0.0,0.0,0.37,1.6223100000000001,-69.05678
345,2018/02/09 05:12:00,0.0,1.18,0.17,-1.41991,-60.29343000000001
348,2018/02/06 18:48:00,0.0,0.1,0.35,1.7276599999999998,-69.75643000000001
352,2018/02/09 17:54:00,0.0,0.0,0.43,1.73193,-69.42051
373,2018/02/07 18:30:00,0.0,0.0,0.34,1.61435,-68.87523
380,2018/02/09 17:54:00,0.0,2.0,0.04,1.0089700000000001,-67.19408
405,2018/02/28 16:54:00,0.0,0.0,0.03,-1.4108100000000001,-60.297369999999994
410,2018/02/09 17:54:00,0.0,25.68,0.06,-3.4199300000000004,-60.05471
417,2018/02/23 18:30:00,0.0,18.75,0.0,0.72522,-67.4874
420,2018/02/07 16:48:00,0.0,0.75,0.06,-2.88889,-59.47062
424,2018/02/09 17:54:00,0.0,0.0,0.4,1.68691,-69.37743
431,2018/02/09 17:54:00,0.0,2.0,0.04,1.01231,-67.19457
