,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
32611,2019/03/01 17:00:00,0.0,0.1,,-13.362,-55.585
32612,2019/03/07 16:25:00,0.0,3.95,,-7.531000000000001,-46.047
32613,2019/03/12 16:40:00,0.0,0.3,,-18.729,-48.516999999999996
32614,2019/03/15 17:15:00,3.0,9.25,,-13.367,-55.583999999999996
32615,2019/03/16 16:15:00,2.0,1.05,,-20.339000000000002,-47.803999999999995
32616,2019/03/18 16:10:00,0.0,4.47,,-3.472,-42.95
32617,2019/03/26 16:55:00,5.0,0.0,,-22.381,-46.841
41916,2019/03/20 17:30:00,0.0,0.0,0.07,-14.405,-58.718
41917,2019/03/20 17:30:00,0.0,0.0,0.07,-13.899000000000001,-58.976000000000006
41918,2019/03/20 17:30:00,0.0,0.0,0.07,-13.839,-58.931999999999995
41919,2019/03/20 17:35:00,0.0,0.0,0.07,-12.804,-58.178999999999995
41920,2019/03/20 17:35:00,0.0,0.0,0.07,-12.519,-58.12
42250,2019/03/30 16:30:00,0.0,0.0,0.16,-15.595,-51.526
42251,2019/03/30 16:30:00,3.0,0.0,0.71,-19.727,-46.153999999999996
42252,2019/03/30 16:30:00,2.0,0.0,0.24,-9.532,-46.951
42253,2019/03/30 16:30:00,2.0,0.0,0.24,-9.53,-46.93899999999999
42254,2019/03/30 16:30:00,0.0,0.0,0.16,-8.698,-48.242
42255,2019/03/30 16:30:00,0.0,0.0,0.35,-7.933,-46.668
42256,2019/03/30 16:30:00,2.0,0.73,0.14,-7.814,-45.747
42257,2019/03/30 16:35:00,0.0,0.22,0.25,-7.721,-46.839
42258,2019/03/30 16:30:00,3.0,0.0,0.89,-12.718,-44.81100000000001
42259,2019/03/30 16:30:00,2.0,0.0,0.64,-11.937000000000001,-45.744
42260,2019/03/30 16:30:00,2.0,0.0,0.05,-11.267000000000001,-44.946999999999996
42261,2019/03/30 16:30:00,2.0,0.0,0.41,-10.64,-45.66
42262,2019/03/30 16:35:00,0.0,0.22,0.37,-7.711,-46.84
42263,2019/03/30 16:35:00,0.0,1.23,0.24,-7.615,-45.985
42264,2019/03/30 16:35:00,2.0,0.0,0.1,-7.082999999999999,-47.82
42265,2019/03/30 16:35:00,2.0,0.0,0.45,-6.928,-44.617
42266,2019/03/30 16:35:00,0.0,0.45,0.21,-6.746,-45.223
42267,2019/03/30 16:35:00,0.0,0.0,0.36,-6.557,-44.658
42268,2019/03/30 16:35:00,0.0,6.53,0.03,-5.862,-45.522
42269,2019/03/30 16:30:00,2.0,0.0,0.04,-11.925,-46.843999999999994
42270,2019/03/30 16:30:00,2.0,0.0,0.22,-10.684000000000001,-48.223
42271,2019/03/30 16:30:00,2.0,0.0,0.1,-10.48,-48.246
42272,2019/03/30 16:30:00,2.0,0.0,0.05,-10.387,-48.468999999999994
42273,2019/03/30 16:30:00,0.0,0.0,0.08,-10.134,-47.945
42665,2019/03/04 17:30:00,5.0,0.0,0.84,-21.427,-57.273
42666,2019/03/04 17:30:00,5.0,0.0,0.86,-21.425,-57.263000000000005
42667,2019/03/04 17:30:00,0.0,1.35,0.12,-15.64,-51.696000000000005
42668,2019/03/04 17:30:00,0.0,0.0,0.26,-16.015,-56.711999999999996
42669,2019/03/04 17:30:00,0.0,0.08,0.0,-14.11,-59.11
42670,2019/03/04 17:30:00,2.0,0.35,0.03,-13.889000000000001,-54.288999999999994
42671,2019/03/04 17:30:00,0.0,1.35,0.0,-13.532,-58.449
42672,2019/03/04 17:30:00,0.0,1.2,0.0,-13.460999999999999,-56.683
42673,2019/03/04 17:35:00,2.0,4.85,0.0,-12.685,-58.31100000000001
42674,2019/03/04 17:35:00,2.0,4.85,0.0,-12.675999999999998,-58.312
43432,2019/03/08 17:05:00,0.0,1.13,0.02,-20.509,-48.483999999999995
43433,2019/03/08 17:05:00,2.0,2.5,0.05,-20.424,-47.968
43434,2019/03/08 17:05:00,0.0,4.2,0.02,-20.424,-47.875
43435,2019/03/08 17:10:00,2.0,0.0,0.81,-12.455,-45.598
43436,2019/03/08 17:10:00,0.0,2.63,0.09,-7.602,-47.167
43437,2019/03/08 17:05:00,0.0,0.15,0.31,-16.347,-54.394
43438,2019/03/08 17:10:00,2.0,18.35,0.0,-14.095,-52.078
43439,2019/03/08 17:10:00,2.0,0.23,0.01,-13.907,-59.523999999999994
43440,2019/03/08 17:10:00,2.0,1.77,0.0,-13.379000000000001,-57.425
43441,2019/03/08 17:10:00,0.0,0.03,0.05,-10.615,-48.473
43814,2019/03/10 16:55:00,3.0,0.0,0.29,-7.89,-45.047
43815,2019/03/10 16:55:00,3.0,0.0,0.13,-8.118,-46.295
43816,2019/03/10 16:55:00,3.0,7.25,0.0,-14.34,-58.693000000000005
43817,2019/03/10 16:55:00,3.0,7.25,0.0,-14.334000000000001,-58.66
43818,2019/03/10 16:55:00,0.0,0.55,0.03,-6.647,-45.847
43819,2019/03/10 16:55:00,0.0,0.55,0.03,-6.644,-45.855
43825,2019/03/13 17:25:00,2.0,0.0,0.96,-12.828,-45.73
43826,2019/03/13 17:25:00,0.0,0.0,0.03,-14.222999999999999,-59.242
43827,2019/03/13 17:25:00,0.0,1.42,0.03,-11.679,-58.82
44226,2019/03/04 17:30:00,5.0,0.0,1.0,-20.764,-55.018
44227,2019/03/04 17:30:00,4.0,0.0,1.0,-20.734,-54.453
44228,2019/03/04 17:30:00,2.0,0.0,1.0,-20.57,-54.953
44229,2019/03/04 17:30:00,4.0,0.0,1.0,-19.861,-55.263999999999996
44230,2019/03/04 17:30:00,0.0,10.73,0.01,-14.819,-55.541000000000004
44231,2019/03/06 17:20:00,0.0,2.85,0.0,-12.982000000000001,-58.1
44232,2019/03/07 16:25:00,0.0,0.0,0.0,-9.519,-49.729
44233,2019/03/07 18:05:00,0.0,21.87,0.18,-12.979000000000001,-57.981
44234,2019/03/13 17:25:00,0.0,3.92,1.0,-22.515,-50.206
44235,2019/03/13 17:25:00,2.0,0.05,0.03,-13.370999999999999,-58.369
44236,2019/03/13 17:25:00,2.0,0.17,0.03,-13.102,-58.091
44237,2019/03/13 17:25:00,2.0,0.0,0.03,-12.808,-58.138000000000005
44238,2019/03/13 17:25:00,2.0,0.0,0.03,-12.792,-58.975
44239,2019/03/13 17:25:00,2.0,0.0,0.03,-12.790999999999999,-58.964
44240,2019/03/13 17:25:00,2.0,0.57,0.0,-12.859000000000002,-56.476000000000006
44512,2019/03/16 17:55:00,0.0,12.6,0.01,-16.567,-54.858999999999995
44513,2019/03/17 17:05:00,3.0,0.0,0.45,-7.949,-44.933
44514,2019/03/18 16:10:00,4.0,0.0,0.56,-7.9639999999999995,-44.865
44515,2019/03/18 16:10:00,4.0,0.0,0.52,-7.782,-44.43
44516,2019/03/17 17:05:00,0.0,0.35,0.7,-7.242999999999999,-45.87
44517,2019/03/17 17:05:00,2.0,0.0,0.38,-6.337000000000001,-45.43
44518,2019/03/17 17:00:00,0.0,0.0,0.04,-11.245999999999999,-47.853
44519,2019/03/19 16:50:00,18.0,0.05,1.0,-14.363,-43.775
44520,2019/03/19 16:50:00,14.0,0.15,1.0,-14.297,-43.549
44521,2019/03/19 16:50:00,2.0,0.0,0.57,-7.8020000000000005,-46.316
44522,2019/03/19 16:50:00,3.0,0.0,0.94,-7.523,-46.306000000000004
44523,2019/03/19 16:50:00,2.0,0.5,0.05,-14.019,-54.141000000000005
44524,2019/03/18 16:10:00,0.0,0.0,0.27,-8.468,-45.25899999999999
44525,2019/03/18 16:10:00,5.0,0.0,0.4,-8.454,-43.989
44526,2019/03/18 16:10:00,4.0,0.0,0.99,-8.267999999999999,-44.607
44527,2019/03/20 15:55:00,6.0,0.03,0.65,-7.877000000000001,-44.645
44528,2019/03/20 15:55:00,6.0,0.03,0.65,-7.876,-44.652
44529,2019/03/20 15:55:00,4.0,0.0,0.8,-7.445,-44.534
44530,2019/03/20 17:30:00,0.0,0.0,0.07,-14.460999999999999,-58.847
44531,2019/03/20 17:30:00,0.0,0.0,0.17,-13.722000000000001,-57.974
44532,2019/03/20 17:35:00,3.0,0.7,0.0,-13.321,-56.788999999999994
44533,2019/03/20 17:35:00,0.0,0.15,0.01,-12.512,-57.937
44534,2019/03/21 16:40:00,0.0,0.48,0.0,-5.459,-47.348
46685,2019/03/22 17:20:00,0.0,13.65,0.01,-9.113,-48.056999999999995
46771,2019/03/01 17:00:00,0.0,0.0,0.04,-21.935,-52.496
46772,2019/03/01 17:00:00,0.0,0.0,0.01,-21.781999999999996,-52.945
46773,2019/03/01 17:00:00,0.0,0.98,0.06,-14.892000000000001,-53.284
46774,2019/03/01 17:00:00,0.0,0.4,0.0,-13.877,-55.036
46775,2019/03/01 17:00:00,0.0,0.08,0.0,-13.305,-55.668
46776,2019/03/01 17:00:00,0.0,0.13,0.0,-13.300999999999998,-55.446999999999996
46777,2019/03/01 17:00:00,0.0,1.58,0.0,-12.96,-54.833
46778,2019/03/01 17:00:00,0.0,0.67,0.0,-12.790999999999999,-56.036
46779,2019/03/01 17:00:00,0.0,2.23,0.0,-12.636,-56.16
46780,2019/03/02 17:40:00,3.0,0.0,0.22,-21.765,-55.181000000000004
46781,2019/03/02 17:45:00,2.0,2.95,0.01,-14.505,-58.788000000000004
46782,2019/03/02 17:45:00,2.0,2.95,0.01,-14.503,-58.778
46783,2019/03/02 16:05:00,0.0,0.22,0.13,-9.792,-44.672
46784,2019/03/02 16:10:00,0.0,14.53,0.0,-8.399,-45.141000000000005
46785,2019/03/02 16:10:00,2.0,24.63,0.0,-8.049,-47.137
46786,2019/03/02 16:10:00,0.0,18.15,0.0,-7.905,-46.795
46787,2019/03/04 17:30:00,0.0,0.0,0.59,-24.261,-49.358000000000004
46788,2019/03/04 17:30:00,0.0,0.2,0.0,-13.317,-57.97
46789,2019/03/04 17:35:00,0.0,0.2,0.0,-12.544,-56.461000000000006
46790,2019/03/04 17:35:00,0.0,0.03,0.0,-12.474,-56.36
46791,2019/03/05 16:35:00,2.0,0.13,0.29,-24.033,-48.998999999999995
46792,2019/03/05 16:35:00,2.0,0.1,0.57,-23.820999999999998,-49.108000000000004
46793,2019/03/05 16:35:00,2.0,0.0,0.05,-18.738,-50.083
46794,2019/03/05 16:35:00,3.0,0.45,0.02,-15.392000000000001,-51.64
46795,2019/03/05 16:35:00,3.0,0.15,0.11,-18.096,-43.266000000000005
46796,2019/03/05 16:35:00,0.0,7.35,0.01,-13.239,-49.662
46797,2019/03/05 16:40:00,0.0,50.12,0.02,-10.380999999999998,-50.645
46798,2019/03/06 17:20:00,6.0,0.0,1.0,-20.918000000000003,-52.136
46799,2019/03/06 17:20:00,0.0,5.65,0.38,-19.569000000000003,-48.728
46800,2019/03/06 17:20:00,2.0,0.0,0.11,-19.107,-51.43
46801,2019/03/06 17:20:00,0.0,0.0,0.17,-17.098,-54.542
46802,2019/03/06 17:20:00,0.0,0.0,0.19,-16.989,-54.555
46803,2019/03/06 17:20:00,0.0,2.35,0.03,-16.272000000000002,-54.955
46804,2019/03/06 17:20:00,0.0,0.15,0.02,-15.749,-54.235
46805,2019/03/06 17:20:00,0.0,4.6,0.14,-15.342,-54.285
46806,2019/03/06 17:20:00,2.0,0.05,0.68,-15.283,-53.313
46807,2019/03/06 17:20:00,2.0,0.05,0.67,-15.282,-53.303999999999995
46808,2019/03/06 17:20:00,3.0,0.0,0.13,-15.280999999999999,-53.181000000000004
46809,2019/03/06 17:20:00,0.0,0.0,0.58,-15.251,-53.728
46810,2019/03/06 17:20:00,2.0,0.0,0.13,-15.134,-53.246
46811,2019/03/06 17:20:00,0.0,7.95,0.06,-15.07,-52.498999999999995
46812,2019/03/06 17:20:00,4.0,0.0,0.13,-14.911,-56.607
46813,2019/03/06 17:20:00,3.0,0.0,0.12,-14.91,-56.596000000000004
46814,2019/03/06 17:20:00,4.0,0.0,0.12,-14.902000000000001,-56.608000000000004
46815,2019/03/06 17:20:00,4.0,0.0,0.12,-14.9,-56.598
46816,2019/03/06 17:20:00,0.0,3.77,0.18,-14.802,-54.113
46817,2019/03/06 17:20:00,2.0,0.15,0.3,-14.705,-55.705
46818,2019/03/06 17:20:00,0.0,0.6,0.0,-13.729000000000001,-56.163000000000004
46819,2019/03/06 17:20:00,0.0,0.0,0.0,-13.662,-56.613
46820,2019/03/06 17:20:00,0.0,0.38,0.0,-13.463,-56.692
46821,2019/03/06 17:20:00,0.0,0.15,0.05,-13.32,-57.957
46822,2019/03/06 17:20:00,0.0,0.0,0.0,-13.203,-55.81
46823,2019/03/06 17:20:00,2.0,0.0,0.01,-13.137,-57.806000000000004
46824,2019/03/07 16:20:00,5.0,4.8,1.0,-22.517,-49.419
46825,2019/03/07 16:25:00,0.0,0.0,0.67,-19.042,-44.528
46826,2019/03/07 16:25:00,2.0,0.0,0.09,-17.618,-46.891000000000005
46827,2019/03/07 16:25:00,2.0,0.0,0.08,-16.575,-47.06
46828,2019/03/07 16:25:00,0.0,10.48,0.0,-7.822,-47.196000000000005
46829,2019/03/07 16:25:00,0.0,7.73,0.01,-6.736000000000001,-46.54
46830,2019/03/07 16:25:00,0.0,0.0,0.71,-13.162,-45.632
46831,2019/03/07 16:25:00,5.0,0.0,0.11,-14.31,-44.247
46832,2019/03/07 16:25:00,0.0,0.0,0.61,-13.177999999999999,-45.57
46833,2019/03/07 16:25:00,0.0,0.85,0.15,-13.005999999999998,-46.191
46834,2019/03/07 16:25:00,0.0,2.78,0.02,-10.095,-47.492
46835,2019/03/08 17:05:00,0.0,0.25,1.0,-22.04,-53.354
46836,2019/03/08 17:05:00,2.0,0.08,0.13,-20.201,-48.63399999999999
46837,2019/03/08 17:05:00,3.0,0.0,0.08,-15.604000000000001,-51.236000000000004
46838,2019/03/08 17:05:00,0.0,0.0,0.3,-15.457,-51.177
