,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
95574,2018/12/05 17:48:00,2,0.0,,-2.60473,-65.51289
95575,2018/12/05 17:48:00,2,0.0,,-2.60036,-65.50647
95576,2018/12/05 17:48:00,2,0.13,,-2.5970400000000002,-65.50697
95577,2018/12/05 17:48:00,0,0.28,,-2.5409900000000003,-65.37841
95601,2018/12/16 17:25:00,3,0.0,,-3.0060000000000002,-57.482
95602,2018/12/16 17:42:00,4,0.0,,-3.8545300000000005,-57.94019
95603,2018/12/16 17:42:00,3,0.15,,-2.9706599999999996,-57.18958000000001
95604,2018/12/17 17:24:00,4,0.0,,-3.1962099999999998,-57.516380000000005
95605,2018/12/17 17:24:00,4,0.0,,-3.19565,-57.512730000000005
95606,2018/12/17 17:24:00,2,0.0,,-3.17093,-57.90296
95607,2018/12/17 17:24:00,4,0.0,,-2.85718,-57.35216
95608,2018/12/17 17:18:00,4,0.0,,-3.5807800000000003,-57.91226999999999
95609,2018/12/18 17:10:00,4,0.53,,-3.14,-57.787
95610,2018/12/27 17:05:00,0,0.0,,-2.823,-56.71
95611,2018/12/27 17:36:00,0,0.0,,-2.91955,-57.16141999999999
95612,2018/12/27 17:36:00,3,0.0,,-2.91235,-57.45318
95613,2018/12/27 17:36:00,3,0.0,,-2.90829,-57.4538
95614,2018/12/27 17:36:00,3,0.0,,-2.88733,-57.47869
95615,2018/12/27 17:36:00,3,0.0,,-2.85412,-57.27016
95616,2018/12/27 17:36:00,3,0.0,,-2.85354,-57.26651
95617,2018/12/27 17:36:00,3,0.0,,-2.83887,-57.17451
95618,2018/12/27 17:36:00,0,0.0,,-2.81648,-56.70607
95619,2018/12/27 17:36:00,3,0.0,,-2.80609,-57.27485
95620,2018/12/28 17:12:00,0,2.85,,-3.03382,-56.8262
95621,2018/12/28 17:12:00,4,0.8,,-2.9073,-57.21445
95622,2018/12/28 17:12:00,4,0.08,,-2.90235,-57.49507
95623,2018/12/28 17:12:00,3,1.88,,-2.8896599999999997,-57.05339
95624,2018/12/28 17:12:00,3,4.2,,-2.86571,-56.985580000000006
95625,2018/12/28 17:12:00,4,0.72,,-2.84515,-57.35955
95626,2018/12/28 17:12:00,4,0.72,,-2.84463,-57.35609
95627,2018/12/28 17:12:00,4,0.72,,-2.8399099999999997,-57.392219999999995
95628,2018/12/28 17:12:00,4,0.72,,-2.8393900000000003,-57.38875
95629,2018/12/28 17:12:00,4,0.72,,-2.83886,-57.385290000000005
95630,2018/12/28 17:12:00,4,0.72,,-2.83606,-57.38925
95631,2018/12/28 17:12:00,4,0.72,,-2.83554,-57.38579
95632,2018/12/28 17:12:00,3,0.0,,-2.6669,-57.99145
95633,2018/12/28 17:12:00,4,0.0,,-2.6245,-56.64116
95634,2018/12/28 17:12:00,3,2.05,,-2.60832,-57.096630000000005
95635,2018/12/28 17:12:00,4,0.0,,-2.30368,-56.731480000000005
95636,2018/12/29 16:54:00,3,0.0,,-2.97894,-57.16845
95637,2018/12/29 16:54:00,3,0.0,,-2.9481900000000003,-57.172880000000006
95638,2018/12/29 16:54:00,3,0.0,,-2.9221,-57.170190000000005
95639,2018/12/29 16:54:00,5,0.0,,-2.83603,-57.391119999999994
95640,2018/12/29 16:54:00,5,0.0,,-2.82415,-57.338519999999995
129200,2018/12/29 06:00:00,0,16.45,0.0,-7.893689999999999,-61.46306
129201,2018/12/29 16:54:00,0,0.72,0.08,-3.5089699999999997,-58.578230000000005
129202,2018/12/29 16:54:00,0,0.13,0.08,-2.8718,-59.300940000000004
129203,2018/12/29 16:54:00,5,0.0,0.03,-2.4132,-57.17459
129204,2018/12/19 02:35:00,0,1.88,0.02,-7.381,-68.97
142822,2018/12/07 18:48:00,3,1.3,0.04,-7.391889999999999,-72.9472
142898,2018/12/10 05:12:00,2,18.05,,-3.36839,-57.712030000000006
142899,2018/12/26 18:00:00,5,0.0,0.34,0.735,-65.101
142900,2018/12/27 17:05:00,0,0.45,0.05,-2.926,-58.04
142901,2018/12/27 17:05:00,0,0.45,0.05,-2.923,-58.04600000000001
142902,2018/12/27 17:05:00,0,0.0,0.05,-2.8139999999999996,-58.193000000000005
