,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
0,2017/11/08 16:50:00,0.0,0.0,0.0,-31.73797,-53.85323
11,2017/11/23 19:37:25,0.0,0.0,0.07,-30.175,-55.0202
13,2017/11/22 17:28:00,0.0,0.0,0.0,-30.280379999999997,-52.603609999999996
14,2017/11/15 18:00:00,0.0,9.6,0.0,-30.31645,-53.51936
16,2017/11/19 18:24:00,0.0,0.0,0.0,-31.41712,-52.711180000000006
19,2017/11/23 17:10:00,0.0,0.0,0.0,-30.49265,-52.15359
20,2017/11/14 16:38:00,0.0,0.0,0.1,-30.569000000000003,-53.07634
30,2017/11/01 17:22:00,0.0,0.0,0.02,-31.795109999999998,-53.381840000000004
31,2017/11/20 23:11:13,0.0,0.0,0.0,-30.0725,-52.2288
34,2017/11/23 17:09:00,0.0,0.0,0.1,-30.938509999999997,-53.295269999999995
35,2017/11/23 04:45:00,0.0,0.0,0.26,-30.169420000000002,-55.01886
39,2017/11/04 18:07:00,0.0,0.0,0.0,-28.502979999999997,-55.0808
41,2017/11/15 18:00:00,0.0,11.5,0.0,-30.425309999999996,-51.7434
44,2017/11/29 16:57:00,0.0,0.0,0.12,-31.72935,-53.77737
47,2017/11/06 17:28:00,0.0,0.0,0.0,-31.001279999999998,-54.42405
51,2017/11/25 04:08:00,0.0,0.0,0.0,-30.190170000000002,-55.06151
53,2017/11/23 17:10:00,0.0,0.0,0.0,-30.465220000000002,-52.59875
55,2017/11/24 04:27:00,0.0,35.4,0.0,-30.563579999999998,-54.414069999999995
62,2017/11/14 19:40:06,0.0,0.0,0.07,-31.3749,-54.1477
65,2017/11/29 16:57:00,0.0,0.0,0.08,-30.42652,-53.491659999999996
66,2017/11/15 18:00:00,0.0,15.5,0.0,-31.13223,-52.24609
70,2017/11/19 16:44:00,0.0,0.0,0.0,-30.256109999999996,-52.099309999999996
71,2017/11/02 17:03:00,0.0,17.1,0.0,-30.34078,-54.24791
75,2017/11/22 17:28:00,0.0,0.0,0.0,-31.18705,-52.62348000000001
87,2017/11/27 17:35:00,0.0,0.0,0.01,-30.58705,-53.107490000000006
88,2017/11/24 04:26:00,0.0,28.4,0.0,-29.812640000000002,-51.17627
91,2017/11/20 18:06:00,0.0,0.0,0.02,-30.850179999999998,-53.520759999999996
95,2017/11/15 17:59:00,0.0,15.3,0.0,-31.5779,-52.68895
96,2017/11/25 04:08:00,0.0,0.0,0.0,-29.8427,-54.61948
98,2017/11/23 17:09:00,0.0,0.0,0.0,-31.765729999999998,-52.45287
104,2017/11/22 17:29:00,0.0,0.0,0.0,-30.065040000000003,-52.367
109,2017/11/14 19:40:06,0.0,0.0,0.07,-31.3845,-54.1448
110,2017/11/30 16:38:00,0.0,0.0,0.21,-31.009420000000002,-54.279869999999995
111,2017/11/24 16:51:00,0.0,32.8,0.0,-29.695790000000002,-51.61368
116,2017/11/15 18:00:00,0.0,9.7,0.03,-30.16638,-54.98737
120,2017/11/15 18:00:00,0.0,6.8,0.01,-30.26094,-53.6327
126,2017/11/30 04:14:00,0.0,0.0,0.0,-29.8154,-51.17516
128,2017/11/26 17:53:00,0.0,0.0,0.01,-31.1542,-55.19104
129,2017/11/13 16:57:00,0.0,0.0,0.05,-31.19567,-52.99044
130,2017/11/23 17:10:00,0.0,0.0,0.0,-30.46242,-52.603530000000006
132,2017/11/30 21:05:50,0.0,0.0,0.21,-31.0,-54.27
134,2017/11/15 18:00:00,0.0,6.2,0.01,-28.84315,-55.48437
135,2017/11/07 17:10:00,0.0,3.5,0.0,-30.231609999999996,-51.67327
140,2017/11/25 04:07:00,0.0,0.0,0.01,-28.406209999999998,-54.944880000000005
145,2017/11/12 04:52:00,0.0,0.0,0.0,-30.14896,-51.88671
146,2017/11/30 21:05:50,0.0,0.0,0.12,-31.0,-54.25
148,2017/11/20 16:25:00,0.0,0.0,0.01,-31.504990000000003,-52.995819999999995
153,2017/11/24 16:51:00,0.0,12.5,0.0,-30.33773,-51.87384
156,2017/11/27 17:34:00,0.0,0.0,0.02,-31.726670000000002,-53.772780000000004
159,2017/11/27 17:35:00,0.0,0.0,0.02,-29.396959999999996,-55.298359999999995
164,2017/11/28 04:52:00,0.0,0.0,0.06,-30.10695,-56.00946
179,2017/11/22 17:28:00,0.0,0.0,0.0,-30.38973,-52.54574
182,2017/11/22 17:29:00,0.0,0.0,0.03,-29.97265,-54.42268000000001
184,2017/11/23 19:37:25,0.0,0.0,0.26,-30.1737,-55.0118
187,2017/11/23 17:10:00,0.0,0.0,0.01,-30.810470000000002,-52.95831
191,2017/11/22 17:28:00,0.0,0.0,0.03,-30.65922,-52.79813000000001
193,2017/11/15 17:59:00,0.0,39.7,0.0,-31.769059999999996,-53.18617
194,2017/11/07 17:10:00,0.0,1.6,0.0,-29.71805,-51.73409
199,2017/11/14 16:38:00,0.0,0.0,0.01,-30.08036,-52.81335
200,2017/11/15 03:55:00,0.0,7.3,0.0,-30.44272,-52.694390000000006
203,2017/11/11 17:34:00,0.0,0.0,0.0,-31.402359999999998,-52.722519999999996
209,2017/11/01 04:58:00,0.0,0.0,0.0,-29.09525,-55.66581
217,2017/11/15 18:00:00,0.0,9.6,0.0,-30.309620000000002,-53.51562
221,2017/11/15 18:00:00,0.0,9.7,0.03,-30.196209999999997,-54.97083000000001
223,2017/11/23 17:10:00,0.0,0.0,0.0,-30.451190000000004,-52.622730000000004
224,2017/11/02 17:03:00,0.0,5.3,0.0,-30.561559999999997,-52.73686
226,2017/11/23 17:10:00,0.0,0.0,0.01,-30.426540000000003,-52.872840000000004
234,2017/11/23 17:10:00,0.0,0.0,0.24,-30.30935,-55.33433
248,2017/11/30 20:35:44,0.0,0.0,0.21,-31.0,-54.27
253,2017/11/29 04:33:00,0.0,0.0,0.0,-29.813000000000002,-51.17456
259,2017/11/12 17:16:00,0.0,0.0,0.01,-31.38695,-52.91865
261,2017/11/30 17:35:49,0.0,0.0,0.2,-31.0,-54.22
265,2017/11/19 16:44:00,0.0,0.0,0.08,-30.647709999999996,-54.35746999999999
267,2017/11/15 18:00:00,0.0,3.1,0.01,-29.235329999999998,-55.56919
272,2017/11/06 17:28:00,0.0,0.0,0.0,-30.994229999999998,-54.42527
277,2017/11/15 17:59:00,0.0,31.3,0.0,-31.89643,-52.756040000000006
285,2017/11/13 16:57:00,0.0,0.0,0.03,-31.280640000000002,-52.90446
289,2017/11/13 16:57:00,0.0,0.0,0.0,-31.40375,-52.72628
294,2017/11/22 17:29:00,0.0,0.0,0.09,-29.958859999999998,-53.66948000000001
295,2017/11/01 17:22:00,0.0,0.0,0.04,-29.89005,-53.28739
297,2017/11/23 17:10:00,0.0,0.0,0.0,-30.45458,-52.622119999999995
299,2017/11/23 17:09:00,0.0,0.0,0.0,-31.21978,-52.15509
300,2017/11/23 17:09:00,0.0,0.0,0.05,-31.62769,-52.84384
305,2017/11/21 03:43:00,0.0,0.0,0.0,-30.05285,-52.20454
306,2017/11/14 16:38:00,0.0,0.0,0.01,-30.58217,-52.25076
307,2017/11/15 17:59:00,0.0,20.4,0.0,-31.650129999999997,-52.963
308,2017/11/11 17:34:00,0.0,0.0,0.01,-32.03387,-53.084219999999995
315,2017/11/20 16:25:00,0.0,0.4,0.0,-31.6165,-52.40365
319,2017/11/23 17:10:00,0.0,0.0,0.26,-30.176140000000004,-55.016830000000006
320,2017/11/22 17:29:00,0.0,0.0,0.0,-29.913090000000004,-52.295759999999994
323,2017/11/24 16:51:00,0.0,12.7,0.0,-29.93533,-50.19836
326,2017/11/10 05:29:00,0.0,0.0,0.0,-29.90113,-51.18956
330,2017/11/15 18:00:00,0.0,3.1,0.02,-29.24056,-55.5707
338,2017/11/15 18:00:00,0.0,9.7,0.03,-30.19148,-54.97223
345,2017/11/05 17:47:00,0.0,0.0,0.0,-31.50399,-52.73395
348,2017/11/15 18:00:00,0.0,9.6,0.0,-30.30961,-53.51359
349,2017/11/13 16:57:00,0.0,0.0,0.0,-30.13151,-50.39837
350,2017/11/01 17:22:00,0.0,0.0,0.0,-30.37688,-52.01985
353,2017/11/11 17:35:00,0.0,0.0,0.0,-29.680159999999997,-51.25054
355,2017/11/30 16:38:00,0.0,0.0,0.21,-31.00853,-54.266619999999996
359,2017/11/30 18:05:48,0.0,0.0,0.12,-31.0,-54.25
360,2017/11/28 17:16:00,0.0,0.0,0.06,-29.808729999999997,-55.297340000000005
367,2017/11/23 17:10:00,0.0,0.0,0.0,-30.33253,-51.8194
368,2017/11/28 17:16:00,0.0,0.0,0.09,-30.653000000000002,-54.343619999999994
369,2017/11/22 17:28:00,0.0,0.0,0.0,-31.394820000000003,-51.13564
372,2017/11/30 16:38:00,0.0,0.0,0.22,-31.004070000000002,-54.28465
387,2017/11/23 17:10:00,0.0,0.0,0.0,-29.86645,-51.89144
389,2017/11/15 18:00:00,0.0,14.7,0.0,-31.137390000000003,-52.3829
390,2017/11/02 04:39:00,0.0,21.8,0.0,-30.21687,-56.456619999999994
394,2017/11/22 17:28:00,0.0,0.0,0.04,-30.618029999999997,-52.85475
399,2017/11/23 17:09:00,0.0,0.0,0.01,-31.20647,-52.8854
401,2017/11/20 18:06:00,0.0,0.0,0.0,-29.96994,-51.81624
403,2017/11/13 16:57:00,0.0,0.0,0.0,-30.39702,-51.93003
405,2017/11/28 17:16:00,0.0,0.0,0.07,-29.8128,-55.30109
413,2017/11/10 17:54:00,0.0,0.0,0.02,-30.23273,-55.851490000000005
416,2017/11/12 17:16:00,0.0,0.0,0.03,-31.64647,-54.151540000000004
419,2017/11/22 17:28:00,0.0,0.0,0.11,-32.4499,-53.15906999999999
421,2017/11/15 17:59:00,0.0,39.7,0.0,-31.77003,-53.18565
425,2017/11/20 16:25:00,0.0,0.4,0.0,-31.616770000000002,-52.40889
429,2017/11/30 16:38:00,0.0,0.0,0.21,-31.00289,-54.26713
433,2017/11/30 18:18:00,0.0,0.0,0.05,-31.43028,-52.83577
436,2017/11/23 17:10:00,0.0,0.0,0.0,-29.77774,-51.60306
438,2017/11/20 23:11:00,0.0,0.0,0.16,-31.2725,-54.9106
440,2017/11/01 17:22:00,0.0,0.0,0.05,-31.80535,-53.09545
450,2017/11/12 17:16:00,0.0,0.0,0.03,-31.436909999999997,-53.649190000000004
452,2017/11/23 17:09:00,0.0,0.0,0.07,-31.49806,-52.98076
454,2017/11/28 17:16:00,0.0,0.0,0.0,-30.599079999999997,-52.51792
461,2017/11/23 17:10:00,0.0,0.0,0.01,-29.975170000000002,-52.895990000000005
463,2017/11/23 17:09:00,0.0,0.0,0.0,-31.371259999999996,-52.566919999999996
464,2017/11/20 16:25:00,0.0,0.4,0.0,-31.61106,-52.40713
471,2017/11/06 17:28:00,0.0,0.0,0.0,-30.46303,-52.70824
475,2017/11/30 04:14:00,0.0,0.0,0.0,-29.86901,-51.16063
478,2017/11/15 18:00:00,0.0,8.4,0.0,-30.943240000000003,-52.67654
479,2017/11/19 16:44:00,0.0,0.0,0.0,-30.9875,-52.93703000000001
480,2017/11/14 04:14:00,0.0,0.0,0.25,-29.77318,-57.0368
482,2017/11/02 17:04:00,0.0,3.3,0.0,-29.560609999999997,-49.90825
486,2017/11/07 17:09:00,0.0,0.0,0.01,-31.72356,-53.84541
487,2017/11/24 16:51:00,0.0,32.3,0.0,-30.16944,-51.735040000000005
491,2017/11/18 17:03:00,0.0,0.0,0.0,-30.899790000000003,-52.745630000000006
497,2017/11/30 16:38:00,0.0,0.0,0.22,-31.009990000000002,-54.28832
499,2017/11/30 21:35:48,0.0,0.0,0.21,-31.0,-54.27
500,2017/11/27 17:35:00,0.0,0.0,0.08,-28.74425,-55.909909999999996
502,2017/11/22 17:28:00,0.0,0.0,0.09,-31.722520000000003,-53.598969999999994
507,2017/11/15 17:59:00,0.0,12.9,0.0,-31.643459999999997,-52.65831
508,2017/11/16 05:17:00,0.0,0.0,0.0,-31.197259999999996,-53.013000000000005
512,2017/11/15 18:00:00,0.0,7.7,0.0,-31.43765,-52.85637
517,2017/11/14 16:38:00,0.0,0.0,0.01,-30.259290000000004,-51.8836
519,2017/11/13 22:51:58,0.0,0.0,0.0,-30.5186,-52.6811
523,2017/11/01 17:22:00,0.0,0.0,0.0,-30.220290000000002,-51.90844
526,2017/11/15 17:59:00,0.0,7.4,0.0,-31.49868,-52.724419999999995
527,2017/11/23 17:10:00,0.0,0.0,0.24,-30.31273,-55.330859999999994
530,2017/11/24 16:51:00,0.0,43.1,0.0,-29.212159999999997,-55.90061
531,2017/11/06 17:28:00,0.0,0.0,0.0,-30.989620000000002,-52.02234
533,2017/11/15 18:00:00,0.0,20.0,0.0,-31.278579999999998,-52.43723000000001
535,2017/11/24 04:26:00,0.0,28.4,0.0,-29.813940000000002,-51.17502
536,2017/11/24 16:51:00,0.0,51.3,0.0,-30.63113,-52.92162
541,2017/11/22 22:47:53,0.0,0.0,0.06,-30.1143,-55.099
543,2017/11/11 17:34:00,0.0,0.0,0.01,-32.043820000000004,-53.26191
544,2017/11/23 17:10:00,0.0,0.0,0.0,-30.51245,-52.58704
549,2017/11/25 04:08:00,0.0,0.0,0.0,-29.847459999999998,-54.6209
551,2017/11/01 17:22:00,0.0,0.0,0.0,-31.100659999999998,-52.643280000000004
555,2017/11/11 17:35:00,0.0,0.0,0.01,-30.3991,-54.21475
556,2017/11/15 17:59:00,0.0,14.0,0.0,-31.54284,-52.837559999999996
560,2017/11/14 16:38:00,0.0,0.0,0.01,-30.94342,-52.67995
561,2017/11/05 17:47:00,0.0,0.0,0.0,-30.39115,-51.69998
568,2017/11/20 16:25:00,0.0,0.0,0.01,-31.501759999999997,-52.99481
569,2017/11/14 16:39:00,0.0,0.0,0.04,-28.660909999999998,-54.097719999999995
570,2017/11/27 17:34:00,0.0,0.0,0.0,-31.6227,-52.9
571,2017/11/23 17:10:00,0.0,0.0,0.0,-30.39242,-51.77129
573,2017/11/30 04:14:00,0.0,0.0,0.14,-31.39872,-53.79399
