,datahora,diasemchuva,precipitacao,riscofogo,latitude,longitude
2,2017/10/05 17:36:00,0.0,24.9,0.02,-2.93582,-59.24341
3,2017/10/21 17:36:00,0.0,0.0,0.09,-4.23766,-59.95404
5,2017/10/22 17:18:00,0.0,0.0,0.14,-1.6629,-59.973580000000005
16,2017/10/04 22:34:42,0.0,0.0,0.0,-7.09,-59.24
19,2017/10/03 16:33:00,0.0,2.5,,-3.15975,-56.85391
20,2017/10/05 01:15:33,0.0,4.3,0.0,-5.93400001525879,-59.942501068115206
23,2017/10/03 16:34:00,0.0,0.0,0.23,-2.80397,-59.4222
31,2017/10/10 17:43:00,0.0,0.4,0.11,-3.34878,-62.58696
33,2017/10/22 17:18:00,0.0,0.0,0.94,-2.25692,-56.733419999999995
39,2017/10/22 17:18:00,0.0,0.0,0.02,-2.6396,-59.516999999999996
41,2017/10/21 17:37:00,0.0,0.0,0.08,-2.37264,-60.29237
49,2017/10/10 17:41:00,0.0,4.9,0.27,-8.86637,-64.21894
51,2017/10/19 18:13:00,0.0,4.2,0.02,-7.81416,-63.3338
53,2017/10/04 17:55:00,0.0,0.3,0.26,-4.02324,-59.8294
55,2017/10/21 17:36:00,0.0,0.0,0.09,-4.1729,-59.41587
74,2017/10/20 17:55:00,0.0,0.0,0.07,-3.4431,-60.46505
85,2017/10/21 17:35:00,0.0,0.0,0.07,-6.74558,-60.00339
91,2017/10/18 18:33:00,0.0,31.5,0.0,-3.022,-65.13186999999999
93,2017/10/04 21:19:46,0.0,0.0,0.0,-6.73,-58.93
97,2017/10/05 17:36:00,0.0,28.9,0.02,-3.0406,-59.31831
98,2017/10/03 18:13:00,0.0,5.9,0.02,-7.46905,-64.43033
99,2017/10/21 17:36:00,0.0,0.3,0.09,-3.75619,-58.535090000000004
100,2017/10/04 17:55:00,0.0,5.1,0.26,-3.2413,-61.106480000000005
104,2017/10/20 17:55:00,0.0,0.0,0.07,-3.4754300000000002,-59.55601
108,2017/10/23 16:59:00,0.0,4.3,0.1,-1.7155099999999999,-60.13508
109,2017/10/19 18:13:00,0.0,0.0,0.03,-7.364610000000001,-63.21985
111,2017/10/03 16:33:00,0.0,0.0,0.23,-3.90173,-59.05341
114,2017/10/05 17:36:00,0.0,0.0,,-3.4772800000000004,-56.92183000000001
116,2017/10/11 17:22:00,0.0,34.9,0.0,-8.50811,-61.56601
117,2017/10/05 13:50:18,0.0,61.1,0.0,-1.84,-59.47
120,2017/10/19 18:14:00,0.0,0.7,0.0,-3.90418,-65.14497
126,2017/10/31 17:48:00,0.0,3.8,0.39,-8.63396,-66.84273
127,2017/10/05 17:37:00,0.0,7.9,0.06,-1.4316200000000001,-57.86713
128,2017/10/20 17:54:00,0.0,0.0,0.04,-6.7461899999999995,-60.00375
129,2017/10/09 19:58:49,0.0,22.5,0.0,-9.169839999999999,-67.013
139,2017/10/30 18:07:00,0.0,0.0,0.11,-7.1738100000000005,-72.72485
149,2017/10/29 18:25:00,0.0,2.6,0.06,-8.67275,-61.875130000000006
154,2017/10/09 18:00:00,0.0,0.0,0.05,-7.56643,-62.797
155,2017/10/08 18:19:00,0.0,0.6,0.0,-7.5450800000000005,-64.96329
159,2017/10/04 17:55:00,0.0,16.1,0.0,-3.12479,-64.94059
161,2017/10/05 17:36:00,0.0,131.0,0.02,-3.16983,-60.09244
169,2017/10/08 17:30:46,0.0,0.0,0.77,-9.51,-67.43
174,2017/10/23 16:58:00,0.0,20.1,0.03,-3.8665800000000004,-58.810030000000005
177,2017/10/23 16:58:00,0.0,0.0,0.5,-3.89666,-57.86614
179,2017/10/03 17:20:16,0.0,0.0,0.86,-2.17,-56.8
181,2017/10/11 17:24:00,0.0,4.8,0.0,-3.3072800000000004,-65.17076
187,2017/10/11 17:23:00,0.0,11.2,0.18,-8.9387,-68.75879
188,2017/10/29 16:46:00,0.0,11.6,0.0,-2.87964,-60.134769999999996
190,2017/10/10 17:41:00,0.0,17.8,0.0,-8.66356,-66.53361
195,2017/10/06 17:17:00,0.0,21.4,,-3.35241,-56.90815
196,2017/10/22 17:17:00,0.0,0.0,,-3.09245,-57.14119
198,2017/10/21 17:36:00,0.0,0.0,0.09,-3.57025,-58.629259999999995
201,2017/10/04 17:55:00,0.0,0.0,0.26,-3.8286,-60.48235
202,2017/10/10 17:42:00,0.0,0.0,0.16,-6.8459699999999994,-62.9701
213,2017/10/02 16:53:00,0.0,0.0,0.04,-1.82866,-60.3494
218,2017/10/24 16:40:00,0.0,0.1,0.94,-2.25605,-56.40959
