id,latitude,longitude,area(m²),bioma
887,-3.025,-41.65,2458475.7860482642,Caatinga
889,-3.035,-41.75,2458453.6799656367,Caatinga
890,-3.03,-41.14,1229232.3756161148,Caatinga
897,-3.045,-41.2,2458431.500979704,Caatinga
903,-3.0464290000000003,-41.665,3687641.697608789,Caatinga
906,-3.06,-41.19,1229199.0524569966,Caatinga
910,-3.07,-41.18,1229187.8718321586,Caatinga
911,-3.08,-40.635,7375059.855639463,Caatinga
912,-3.075,-40.6,2458364.5265911124,Caatinga
917,-3.09,-41.695,7374992.33447279,Caatinga
918,-3.08,-40.855,2458353.309513526,Caatinga
926,-3.101364,-41.793182,13520717.730790047,Caatinga
932,-3.115,-40.635,3687416.991571204,Caatinga
933,-3.11,-40.16,1229142.7848173722,Caatinga
935,-3.12,-40.15,1229131.4219364594,Caatinga
942,-3.135,-41.731667,8603794.415099142,Caatinga
943,-3.1180000000000003,-41.673,11062182.61517425,Caatinga
944,-3.135,-41.611667,6145577.241454315,Caatinga
945,-3.13,-40.575,2458240.0452099782,Caatinga
949,-3.14,-40.6,1229108.586821865,Caatinga
950,-3.14,-40.13,1229108.5868207698,Caatinga
957,-3.15,-41.645,2458194.229178558,Caatinga
958,-3.15,-40.59,1229097.114589279,Caatinga
959,-3.16,-40.16,3687256.7812722283,Caatinga
960,-3.16,-40.14,3687256.781270037,Caatinga
966,-3.162143,-41.596429,12290821.387219545,Caatinga
976,-3.18,-40.965,2458124.9583873,Caatinga
977,-3.18,-40.93,1229062.4791925545,Caatinga
989,-3.19,-40.94,1229050.861161023,Caatinga
996,-3.2,-40.685,2458078.4133644374,Caatinga
1004,-3.190714,-41.646429,12290531.628985275,Caatinga
1005,-3.205,-40.315,3687105.9291216764,Caatinga
1022,-3.216429,-40.875,3687059.0925151617,Caatinga
1023,-3.225,-40.66,2458019.812937304,Caatinga
1024,-3.231667,-40.335,6145031.850149175,Caatinga
1033,-3.24,-40.29,3686976.6363983382,Caatinga
1034,-3.23,-40.13,1229004.0245545085,Caatinga
1038,-3.24,-40.86,3686976.672844516,Caatinga
1039,-3.24,-40.465,2457984.4485644707,Caatinga
1040,-3.2566669999999998,-40.108333,9831783.62533548,Caatinga
1041,-3.24,-40.08,1228992.2242822354,Caatinga
1050,-3.255,-40.485,4915897.803923699,Caatinga
1051,-3.255,-40.065,3686917.4163599135,Caatinga
1060,-3.26,-40.67,3686905.5431952877,Caatinga
1061,-3.26,-40.445,2457937.0287961275,Caatinga
1062,-3.26,-40.265,2457937.0287961275,Caatinga
1063,-3.26,-39.33,1228968.5143980638,Caatinga
1071,-3.27,-40.5,1228956.6047839748,Caatinga
1076,-3.28,-41.025,2457889.3174496084,Caatinga
1077,-3.28,-40.51,1228944.6587248042,Caatinga
1078,-3.28,-40.47,1228944.6587248042,Caatinga
1079,-3.28,-40.445,2457889.3174474183,Caatinga
