,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-5.25,-39.14,Caatinga,1225880.8764854388,0.0,1.890044671346522,
1,-5.26,-39.13,Caatinga,1225861.7205146905,0.0,1.890044671346522,
2,-5.275,-39.1,Caatinga,2451665.8276128173,0.0,1.890044671346522,
3,-5.275,-35.66,Caatinga,2451665.8276117225,0.0,1.890044671346522,
4,-5.895,-35.435,Caatinga,4898283.357635842,0.0,1.890044671346522,
5,-6.36,-39.36,Caatinga,1223532.5965445754,0.0,1.890044671346522,
6,-6.37,-39.35,Caatinga,1223509.4058212743,0.0,1.890044671346522,
7,-8.835,-40.86,Caatinga,2433372.8329426213,0.0,1.890044671346522,
8,-8.85,-40.85,Caatinga,1216638.165032232,0.0,1.890044671346522,
9,-11.98,-43.23,Caatinga,1204793.087127875,0.0,1.890044671346522,
10,-11.99,-43.22,Caatinga,1204749.5939728743,0.0,1.890044671346522,
11,-12.0,-43.21,Caatinga,1204706.0649357606,0.0,1.890044671346522,
12,-12.035,-41.29,Caatinga,2409106.852493532,0.0,1.890044671346522,
13,-12.26,-41.405,Caatinga,2407123.436167947,0.0,1.890044671346522,
