,latitude,longitude,bioma,area(m²),diasemchuva,precipitacao,riscofogo
0,-29.145,-56.20166700000001,Pampa,5392472.532668667,0.0,2.505434782608696,0.009384057971014492
1,-29.175,-56.17,Pampa,2156351.268732863,0.0,2.505434782608696,0.009384057971014492
2,-29.35,-56.39,Pampa,1076369.6458714386,0.0,2.505434782608696,0.009384057971014492
3,-29.36,-56.4,Pampa,1076266.1432441415,0.0,2.505434782608696,0.009384057971014492
4,-29.365,-56.37,Pampa,4304961.037618245,0.0,2.505434782608696,0.009384057971014492
5,-29.57,-56.045,Pampa,2148170.056397844,0.0,2.505434782608696,0.009384057971014492
6,-29.58,-56.06,Pampa,1073980.8058067306,0.0,2.505434782608696,0.009384057971014492
7,-29.73,-51.48,Pampa,1072413.5489347235,0.0,2.505434782608696,0.009384057971014492
8,-29.74,-51.51,Pampa,1072308.8038691336,0.0,2.505434782608696,0.009384057971014492
9,-29.74,-51.47,Pampa,1072308.8038713243,0.0,2.505434782608696,0.009384057971014492
10,-29.78,-51.515,Pampa,2143778.9943936947,0.0,2.505434782608696,0.009384057971014492
11,-29.771364000000002,-51.496818,Pampa,7503855.505676451,0.0,2.505434782608696,0.009384057971014492
12,-29.8,-51.52,Pampa,3215038.9441487337,0.0,2.505434782608696,0.009384057971014492
13,-30.465,-51.968333,Pampa,4258619.028256721,0.0,2.505434782608696,0.009384057971014492
14,-30.49,-52.865,Pampa,2128720.1538493405,0.0,2.505434782608696,0.009384057971014492
15,-30.59,-52.76,Pampa,1063286.433993178,0.0,2.505434782608696,0.009384057971014492
16,-30.7,-53.21,Pampa,1062101.6830583543,0.0,2.505434782608696,0.009384057971014492
17,-30.716666999999998,-53.233332999999995,Pampa,11681715.632518793,0.0,2.505434782608696,0.009384057971014492
18,-30.73,-52.485,Pampa,2123555.777909407,0.0,2.505434782608696,0.009384057971014492
19,-30.73,-52.365,Pampa,2123555.777909407,0.0,2.505434782608696,0.009384057971014492
20,-30.825,-54.45,Pampa,4243002.459913075,0.0,2.505434782608696,0.009384057971014492
21,-30.84,-54.47,Pampa,1060588.151563853,0.0,2.505434782608696,0.009384057971014492
22,-30.91,-52.29,Pampa,1059829.0079861484,0.0,2.505434782608696,0.009384057971014492
23,-30.92,-52.3,Pampa,1059720.4295814335,0.0,2.505434782608696,0.009384057971014492
24,-30.94,-52.25,Pampa,6357236.308583317,0.0,2.505434782608696,0.009384057971014492
25,-30.945,-52.275,Pampa,4237795.352471605,0.0,2.505434782608696,0.009384057971014492
26,-31.04,-51.585,Pampa,2116829.936635475,0.0,2.505434782608696,0.009384057971014492
27,-31.05,-51.57,Pampa,1058305.9699298707,0.0,2.505434782608696,0.009384057971014492
28,-31.06,-51.585,Pampa,2116393.8785157,0.0,2.505434782608696,0.009384057971014492
29,-31.961667,-52.545,Pampa,4192897.2881633206,0.0,2.505434782608696,0.009384057971014492
30,-32.259444,-53.178332999999995,Pampa,6269165.206517687,0.0,2.505434782608696,0.009384057971014492
